DHB,Date,Cases,Population
Hutt Valley,2017-05-31,10,152895
Capital and Coast,2017-05-31,30,313365
Wairarapa,2017-05-31,13,46160
Nelson Marlborough,2017-05-31,19,153966
West Coast,2017-05-31,2,32565
Canterbury,2017-05-31,50,556300
South Canterbury,2017-05-31,12,60678
Southern,2017-05-31,43,333375
Northland,2017-06-30,10,183600
Waitemata,2017-06-30,45,609454
Auckland,2017-06-30,40,490770
Counties Manukau,2017-06-30,23,560694
Waikato,2017-06-30,27,416821
Lakes,2017-06-30,9,112451
Bay of Plenty,2017-06-30,18,245879
Tairawhiti,2017-06-30,2,49328
Taranaki,2017-06-30,7,120690
Hawke's Bay,2017-06-30,20,170957
Whanganui,2017-06-30,7,66305
MidCentral,2017-06-30,14,180358
Hutt Valley,2017-06-30,16,153042
Capital and Coast,2017-06-30,29,313745
Wairarapa,2017-06-30,3,46255
Nelson Marlborough,2017-06-30,9,154185
West Coast,2017-06-30,1,32538
Canterbury,2017-06-30,49,556960
South Canterbury,2017-06-30,5,60710
Southern,2017-06-30,35,333975
Northland,2017-07-31,17,183985
Waitemata,2017-07-31,61,610465
Auckland,2017-07-31,43,491211
Counties Manukau,2017-07-31,29,561781
Waikato,2017-07-31,37,417544
Lakes,2017-07-31,9,112618
Bay of Plenty,2017-07-31,15,246554
Tairawhiti,2017-07-31,6,49352
Taranaki,2017-07-31,9,120786
Hawke's Bay,2017-07-31,28,171183
Whanganui,2017-07-31,4,66373
MidCentral,2017-07-31,15,180586
Hutt Valley,2017-07-31,13,153186
Capital and Coast,2017-07-31,15,314123
Wairarapa,2017-07-31,7,46350
Nelson Marlborough,2017-07-31,14,154405
West Coast,2017-07-31,3,32512
Canterbury,2017-07-31,64,557608
South Canterbury,2017-07-31,5,60741
Southern,2017-07-31,47,334572
Northland,2017-08-31,35,184364
Waitemata,2017-08-31,75,611449
Auckland,2017-08-31,50,491644
Counties Manukau,2017-08-31,41,562853
Waikato,2017-08-31,66,418255
Lakes,2017-08-31,16,112781
Bay of Plenty,2017-08-31,20,247215
Tairawhiti,2017-08-31,3,49377
Taranaki,2017-08-31,28,120883
Hawke's Bay,2017-08-31,13,171409
Whanganui,2017-08-31,7,66441
MidCentral,2017-08-31,19,180813
Hutt Valley,2017-08-31,3,153329
Capital and Coast,2017-08-31,26,314495
Wairarapa,2017-08-31,4,46443
Nelson Marlborough,2017-08-31,16,154625
West Coast,2017-08-31,7,32487
Canterbury,2017-08-31,74,558249
South Canterbury,2017-08-31,10,60772
Southern,2017-08-31,56,335162
Northland,2017-09-30,28,184736
Waitemata,2017-09-30,77,612406
Auckland,2017-09-30,35,492070
Counties Manukau,2017-09-30,31,563910
Waikato,2017-09-30,76,418956
Lakes,2017-09-30,14,112941
Bay of Plenty,2017-09-30,21,247861
Tairawhiti,2017-09-30,3,49404
Taranaki,2017-09-30,32,120983
Hawke's Bay,2017-09-30,18,171633
Whanganui,2017-09-30,12,66508
MidCentral,2017-09-30,25,181039
Hutt Valley,2017-09-30,6,153471
Capital and Coast,2017-09-30,16,314862
Wairarapa,2017-09-30,5,46536
Nelson Marlborough,2017-09-30,18,154845
West Coast,2017-09-30,10,32463
Canterbury,2017-09-30,82,558884
South Canterbury,2017-09-30,15,60803
Southern,2017-09-30,68,335742
Northland,2017-10-31,26,185100
Waitemata,2017-10-31,69,613334
Auckland,2017-10-31,46,492488
Counties Manukau,2017-10-31,44,564953
Waikato,2017-10-31,69,419646
Lakes,2017-10-31,22,113097
Bay of Plenty,2017-10-31,25,248491
Tairawhiti,2017-10-31,8,49433
Taranaki,2017-10-31,25,121085
Hawke's Bay,2017-10-31,27,171857
Whanganui,2017-10-31,9,66574
MidCentral,2017-10-31,34,181262
Hutt Valley,2017-10-31,10,153613
Capital and Coast,2017-10-31,27,315219
Wairarapa,2017-10-31,9,46626
Nelson Marlborough,2017-10-31,24,155064
West Coast,2017-10-31,12,32441
Canterbury,2017-10-31,102,559519
South Canterbury,2017-10-31,20,60834
Southern,2017-10-31,79,336310
Northland,2017-11-30,33,185455
Waitemata,2017-11-30,112,614233
Auckland,2017-11-30,59,492898
Counties Manukau,2017-11-30,62,565983
Waikato,2017-11-30,57,420327
Lakes,2017-11-30,13,113250
Bay of Plenty,2017-11-30,24,249104
Tairawhiti,2017-11-30,6,49465
Taranaki,2017-11-30,23,121190
Hawke's Bay,2017-11-30,39,172079
Whanganui,2017-11-30,7,66638
MidCentral,2017-11-30,32,181483
Hutt Valley,2017-11-30,18,153756
Capital and Coast,2017-11-30,38,315566
Wairarapa,2017-11-30,13,46715
Nelson Marlborough,2017-11-30,25,155283
West Coast,2017-11-30,8,32419
Canterbury,2017-11-30,100,560157
South Canterbury,2017-11-30,20,60866
Southern,2017-11-30,106,336864
Northland,2017-12-31,26,185800
Waitemata,2017-12-31,80,615100
Auckland,2017-12-31,54,493300
Counties Manukau,2017-12-31,49,567000
Waikato,2017-12-31,43,421000
Lakes,2017-12-31,10,113400
Bay of Plenty,2017-12-31,19,249700
Tairawhiti,2017-12-31,3,49500
Taranaki,2017-12-31,28,121300
Hawke's Bay,2017-12-31,28,172300
Whanganui,2017-12-31,9,66700
MidCentral,2017-12-31,23,181700
Hutt Valley,2017-12-31,20,153900
Capital and Coast,2017-12-31,36,315900
Wairarapa,2017-12-31,11,46800
Nelson Marlborough,2017-12-31,18,155500
West Coast,2017-12-31,6,32400
Canterbury,2017-12-31,85,560800
South Canterbury,2017-12-31,15,60900
Southern,2017-12-31,74,337400
Northland,2018-01-31,36,186135
Waitemata,2018-01-31,91,615936
Auckland,2018-01-31,61,493694
Counties Manukau,2018-01-31,55,568005
Waikato,2018-01-31,60,421665
Lakes,2018-01-31,15,113546
Bay of Plenty,2018-01-31,30,250277
Tairawhiti,2018-01-31,14,49538
Taranaki,2018-01-31,26,121414
Hawke's Bay,2018-01-31,35,172519
Whanganui,2018-01-31,13,66760
MidCentral,2018-01-31,19,181913
Hutt Valley,2018-01-31,34,154046
Capital and Coast,2018-01-31,47,316220
Wairarapa,2018-01-31,2,46882
Nelson Marlborough,2018-01-31,20,155716
West Coast,2018-01-31,5,32382
Canterbury,2018-01-31,78,561453
South Canterbury,2018-01-31,17,60935
Southern,2018-01-31,69,337917
Northland,2018-02-28,10,186461
Waitemata,2018-02-28,57,616746
Auckland,2018-02-28,49,494081
Counties Manukau,2018-02-28,40,569002
Waikato,2018-02-28,45,422323
Lakes,2018-02-28,13,113689
Bay of Plenty,2018-02-28,16,250838
Tairawhiti,2018-02-28,4,49580
Taranaki,2018-02-28,19,121533
Hawke's Bay,2018-02-28,28,172737
Whanganui,2018-02-28,6,66818
MidCentral,2018-02-28,19,182123
Hutt Valley,2018-02-28,12,154194
Capital and Coast,2018-02-28,32,316527
Wairarapa,2018-02-28,5,46961
Nelson Marlborough,2018-02-28,18,155930
West Coast,2018-02-28,4,32367
Canterbury,2018-02-28,59,562117
South Canterbury,2018-02-28,11,60972
Southern,2018-02-28,65,338417
Northland,2018-03-31,14,186780
Waitemata,2018-03-31,51,617535
Auckland,2018-03-31,60,494464
Counties Manukau,2018-03-31,43,569994
Waikato,2018-03-31,32,422977
Lakes,2018-03-31,10,113829
Bay of Plenty,2018-03-31,17,251386
Tairawhiti,2018-03-31,4,49624
Taranaki,2018-03-31,18,121656
Hawke's Bay,2018-03-31,19,172955
Whanganui,2018-03-31,5,66875
MidCentral,2018-03-31,22,182331
Hutt Valley,2018-03-31,13,154346
Capital and Coast,2018-03-31,42,316824
Wairarapa,2018-03-31,6,47038
Nelson Marlborough,2018-03-31,11,156143
West Coast,2018-03-31,4,32353
Canterbury,2018-03-31,52,562793
South Canterbury,2018-03-31,13,61010
Southern,2018-03-31,52,338902
Northland,2018-04-30,10,187094
Waitemata,2018-04-30,40,618310
Auckland,2018-04-30,35,494846
Counties Manukau,2018-04-30,41,570983
Waikato,2018-04-30,36,423627
Lakes,2018-04-30,9,113968
Bay of Plenty,2018-04-30,15,251922
Tairawhiti,2018-04-30,4,49671
Taranaki,2018-04-30,9,121783
Hawke's Bay,2018-04-30,13,173173
Whanganui,2018-04-30,2,66931
MidCentral,2018-04-30,18,182536
Hutt Valley,2018-04-30,11,154500
Capital and Coast,2018-04-30,31,317113
Wairarapa,2018-04-30,4,47113
Nelson Marlborough,2018-04-30,11,156356
West Coast,2018-04-30,6,32341
Canterbury,2018-04-30,45,563484
South Canterbury,2018-04-30,6,61049
Southern,2018-04-30,49,339375
Northland,2018-05-31,12,187403
Waitemata,2018-05-31,71,619076
Auckland,2018-05-31,40,495228
Counties Manukau,2018-05-31,30,571973
Waikato,2018-05-31,34,424276
Lakes,2018-05-31,7,114106
Bay of Plenty,2018-05-31,19,252449
Tairawhiti,2018-05-31,0,49720
Taranaki,2018-05-31,11,121914
Hawke's Bay,2018-05-31,22,173392
Whanganui,2018-05-31,8,66987
MidCentral,2018-05-31,20,182740
Hutt Valley,2018-05-31,11,154658
Capital and Coast,2018-05-31,38,317395
Wairarapa,2018-05-31,6,47186
Nelson Marlborough,2018-05-31,10,156569
West Coast,2018-05-31,0,32330
Canterbury,2018-05-31,42,564191
South Canterbury,2018-05-31,9,61089
Southern,2018-05-31,53,339837
Northland,2018-06-30,21,187711
Waitemata,2018-06-30,54,619840
Auckland,2018-06-30,21,495612
Counties Manukau,2018-06-30,38,572967
Waikato,2018-06-30,36,424924
Lakes,2018-06-30,11,114243
Bay of Plenty,2018-06-30,9,252969
Tairawhiti,2018-06-30,4,49771
Taranaki,2018-06-30,10,122048
Hawke's Bay,2018-06-30,30,173612
Whanganui,2018-06-30,11,67042
MidCentral,2018-06-30,18,182944
Hutt Valley,2018-06-30,12,154820
Capital and Coast,2018-06-30,28,317675
Wairarapa,2018-06-30,12,47258
Nelson Marlborough,2018-06-30,22,156782
West Coast,2018-06-30,4,32321
Canterbury,2018-06-30,34,564914
South Canterbury,2018-06-30,10,61131
Southern,2018-06-30,43,340292
Northland,2018-07-31,27,188018
Waitemata,2018-07-31,50,620607
Auckland,2018-07-31,41,496001
Counties Manukau,2018-07-31,43,573969
Waikato,2018-07-31,47,425574
Lakes,2018-07-31,9,114381
Bay of Plenty,2018-07-31,14,253486
Tairawhiti,2018-07-31,5,49824
Taranaki,2018-07-31,5,122184
Hawke's Bay,2018-07-31,23,173835
Whanganui,2018-07-31,6,67098
MidCentral,2018-07-31,13,183148
Hutt Valley,2018-07-31,11,154987
Capital and Coast,2018-07-31,24,317952
Wairarapa,2018-07-31,6,47330
Nelson Marlborough,2018-07-31,28,156996
West Coast,2018-07-31,4,32314
Canterbury,2018-07-31,49,565656
South Canterbury,2018-07-31,15,61174
Southern,2018-07-31,59,340742
Northland,2018-08-31,20,188325
Waitemata,2018-08-31,64,621383
Auckland,2018-08-31,31,496398
Counties Manukau,2018-08-31,38,574981
Waikato,2018-08-31,75,426227
Lakes,2018-08-31,14,114520
Bay of Plenty,2018-08-31,28,254002
Tairawhiti,2018-08-31,5,49878
Taranaki,2018-08-31,22,122323
Hawke's Bay,2018-08-31,26,174060
Whanganui,2018-08-31,5,67155
MidCentral,2018-08-31,20,183354
Hutt Valley,2018-08-31,14,155158
Capital and Coast,2018-08-31,42,318231
Wairarapa,2018-08-31,5,47402
Nelson Marlborough,2018-08-31,20,157212
West Coast,2018-08-31,3,32308
Canterbury,2018-08-31,74,566419
South Canterbury,2018-08-31,16,61217
Southern,2018-08-31,48,341189
Northland,2018-09-30,15,188636
Waitemata,2018-09-30,57,622175
Auckland,2018-09-30,52,496804
Counties Manukau,2018-09-30,39,576007
Waikato,2018-09-30,63,426885
Lakes,2018-09-30,14,114661
Bay of Plenty,2018-09-30,25,254518
Tairawhiti,2018-09-30,2,49933
Taranaki,2018-09-30,24,122465
Hawke's Bay,2018-09-30,27,174288
Whanganui,2018-09-30,3,67213
MidCentral,2018-09-30,20,183561
Hutt Valley,2018-09-30,9,155335
Capital and Coast,2018-09-30,29,318513
Wairarapa,2018-09-30,6,47475
Nelson Marlborough,2018-09-30,31,157430
West Coast,2018-09-30,7,32304
Canterbury,2018-09-30,61,567203
South Canterbury,2018-09-30,10,61262
Southern,2018-09-30,56,341636
Northland,2018-10-31,18,188951
Waitemata,2018-10-31,91,622988
Auckland,2018-10-31,51,497221
Counties Manukau,2018-10-31,53,577050
Waikato,2018-10-31,52,427548
Lakes,2018-10-31,17,114804
Bay of Plenty,2018-10-31,24,255039
Tairawhiti,2018-10-31,5,49988
Taranaki,2018-10-31,32,122608
Hawke's Bay,2018-10-31,22,174521
Whanganui,2018-10-31,5,67273
MidCentral,2018-10-31,34,183770
Hutt Valley,2018-10-31,12,155517
Capital and Coast,2018-10-31,30,318800
Wairarapa,2018-10-31,8,47548
Nelson Marlborough,2018-10-31,14,157650
West Coast,2018-10-31,1,32301
Canterbury,2018-10-31,77,568010
South Canterbury,2018-10-31,11,61307
Southern,2018-10-31,80,342085
Northland,2018-11-30,35,189271
Waitemata,2018-11-30,112,623827
Auckland,2018-11-30,66,497652
Counties Manukau,2018-11-30,72,578113
Waikato,2018-11-30,83,428220
Lakes,2018-11-30,16,114950
Bay of Plenty,2018-11-30,23,255565
Tairawhiti,2018-11-30,2,50044
Taranaki,2018-11-30,19,122754
Hawke's Bay,2018-11-30,27,174758
Whanganui,2018-11-30,8,67335
MidCentral,2018-11-30,48,183983
Hutt Valley,2018-11-30,35,155705
Capital and Coast,2018-11-30,33,319095
Wairarapa,2018-11-30,7,47623
Nelson Marlborough,2018-11-30,19,157873
West Coast,2018-11-30,7,32300
Canterbury,2018-11-30,102,568842
South Canterbury,2018-11-30,17,61353
Southern,2018-11-30,81,342539
Northland,2018-12-31,26,189600
Waitemata,2018-12-31,165,624700
Auckland,2018-12-31,79,498100
Counties Manukau,2018-12-31,85,579200
Waikato,2018-12-31,113,428900
Lakes,2018-12-31,19,115100
Bay of Plenty,2018-12-31,22,256100
Tairawhiti,2018-12-31,5,50100
Taranaki,2018-12-31,27,122900
Hawke's Bay,2018-12-31,22,175000
Whanganui,2018-12-31,9,67400
MidCentral,2018-12-31,46,184200
Hutt Valley,2018-12-31,22,155900
Capital and Coast,2018-12-31,56,319400
Wairarapa,2018-12-31,12,47700
Nelson Marlborough,2018-12-31,35,158100
West Coast,2018-12-31,5,32300
Canterbury,2018-12-31,88,569700
South Canterbury,2018-12-31,17,61400
Southern,2018-12-31,65,343000
Northland,2019-01-31,42,189938
Waitemata,2019-01-31,133,625611
Auckland,2019-01-31,74,498566
Counties Manukau,2019-01-31,96,580313
Waikato,2019-01-31,88,429591
Lakes,2019-01-31,15,115254
Bay of Plenty,2019-01-31,42,256646
Tairawhiti,2019-01-31,6,50156
Taranaki,2019-01-31,33,123047
Hawke's Bay,2019-01-31,49,175248
Whanganui,2019-01-31,9,67468
MidCentral,2019-01-31,39,184421
Hutt Valley,2019-01-31,14,156101
Capital and Coast,2019-01-31,45,319717
Wairarapa,2019-01-31,15,47779
Nelson Marlborough,2019-01-31,31,158330
West Coast,2019-01-31,7,32301
Canterbury,2019-01-31,124,570586
South Canterbury,2019-01-31,26,61447
Southern,2019-01-31,63,343471
Northland,2019-02-28,14,190286
Waitemata,2019-02-28,51,626566
Auckland,2019-02-28,50,499052
Counties Manukau,2019-02-28,32,581456
Waikato,2019-02-28,46,430294
Lakes,2019-02-28,10,115414
Bay of Plenty,2019-02-28,26,257205
Tairawhiti,2019-02-28,3,50211
Taranaki,2019-02-28,13,123196
Hawke's Bay,2019-02-28,15,175503
Whanganui,2019-02-28,7,67539
MidCentral,2019-02-28,19,184648
Hutt Valley,2019-02-28,14,156310
Capital and Coast,2019-02-28,25,320047
Wairarapa,2019-02-28,7,47862
Nelson Marlborough,2019-02-28,16,158565
West Coast,2019-02-28,1,32304
Canterbury,2019-02-28,66,571501
South Canterbury,2019-02-28,21,61495
Southern,2019-02-28,53,343952
Northland,2019-03-31,18,190646
Waitemata,2019-03-31,44,627569
Auckland,2019-03-31,41,499560
Counties Manukau,2019-03-31,39,582631
Waikato,2019-03-31,39,431011
Lakes,2019-03-31,15,115579
Bay of Plenty,2019-03-31,18,257779
Tairawhiti,2019-03-31,1,50265
Taranaki,2019-03-31,15,123345
Hawke's Bay,2019-03-31,22,175764
Whanganui,2019-03-31,3,67614
MidCentral,2019-03-31,15,184880
Hutt Valley,2019-03-31,11,156527
Capital and Coast,2019-03-31,17,320392
Wairarapa,2019-03-31,4,47947
Nelson Marlborough,2019-03-31,11,158804
West Coast,2019-03-31,2,32308
Canterbury,2019-03-31,30,572448
South Canterbury,2019-03-31,11,61543
Southern,2019-03-31,30,344447
Northland,2019-04-30,11,191019
Waitemata,2019-04-30,33,628625
Auckland,2019-04-30,28,500091
Counties Manukau,2019-04-30,21,583841
Waikato,2019-04-30,34,431743
Lakes,2019-04-30,8,115750
Bay of Plenty,2019-04-30,17,258369
Tairawhiti,2019-04-30,2,50319
Taranaki,2019-04-30,15,123494
Hawke's Bay,2019-04-30,7,176033
Whanganui,2019-04-30,4,67693
MidCentral,2019-04-30,5,185119
Hutt Valley,2019-04-30,8,156751
Capital and Coast,2019-04-30,12,320754
Wairarapa,2019-04-30,5,48035
Nelson Marlborough,2019-04-30,12,159047
West Coast,2019-04-30,3,32313
Canterbury,2019-04-30,49,573428
South Canterbury,2019-04-30,6,61592
Southern,2019-04-30,26,344955
Northland,2019-05-31,11,191405
Waitemata,2019-05-31,45,629737
Auckland,2019-05-31,22,500648
Counties Manukau,2019-05-31,29,585088
Waikato,2019-05-31,36,432491
Lakes,2019-05-31,9,115928
Bay of Plenty,2019-05-31,11,258977
Tairawhiti,2019-05-31,7,50372
Taranaki,2019-05-31,9,123644
Hawke's Bay,2019-05-31,18,176309
Whanganui,2019-05-31,4,67776
MidCentral,2019-05-31,8,185363
Hutt Valley,2019-05-31,14,156985
Capital and Coast,2019-05-31,21,321133
Wairarapa,2019-05-31,3,48128
Nelson Marlborough,2019-05-31,5,159296
West Coast,2019-05-31,3,32319
Canterbury,2019-05-31,39,574443
South Canterbury,2019-05-31,8,61641
Southern,2019-05-31,34,345479
Northland,2019-06-30,19,191807
Waitemata,2019-06-30,48,630911
Auckland,2019-06-30,22,501231
Counties Manukau,2019-06-30,24,586376
Waikato,2019-06-30,28,433257
Lakes,2019-06-30,9,116113
Bay of Plenty,2019-06-30,18,259606
Tairawhiti,2019-06-30,3,50424
Taranaki,2019-06-30,3,123795
Hawke's Bay,2019-06-30,8,176594
Whanganui,2019-06-30,2,67863
MidCentral,2019-06-30,14,185615
Hutt Valley,2019-06-30,9,157227
Capital and Coast,2019-06-30,12,321531
Wairarapa,2019-06-30,9,48224
Nelson Marlborough,2019-06-30,16,159550
West Coast,2019-06-30,5,32327
Canterbury,2019-06-30,37,575496
South Canterbury,2019-06-30,6,61691
Southern,2019-06-30,27,346020
Northland,2019-07-31,16,192225
Waitemata,2019-07-31,66,632151
Auckland,2019-07-31,35,501844
Counties Manukau,2019-07-31,25,587707
Waikato,2019-07-31,32,434041
Lakes,2019-07-31,14,116305
Bay of Plenty,2019-07-31,29,260256
Tairawhiti,2019-07-31,0,50474
Taranaki,2019-07-31,15,123946
Hawke's Bay,2019-07-31,18,176887
Whanganui,2019-07-31,8,67956
MidCentral,2019-07-31,16,185875
Hutt Valley,2019-07-31,11,157479
Capital and Coast,2019-07-31,22,321950
Wairarapa,2019-07-31,6,48324
Nelson Marlborough,2019-07-31,18,159809
West Coast,2019-07-31,1,32336
Canterbury,2019-07-31,46,576588
South Canterbury,2019-07-31,5,61741
Southern,2019-07-31,32,346579
Northland,2019-08-31,27,192661
Waitemata,2019-08-31,63,633462
Auckland,2019-08-31,37,502487
Counties Manukau,2019-08-31,36,589083
Waikato,2019-08-31,78,434847
Lakes,2019-08-31,14,116506
Bay of Plenty,2019-08-31,23,260931
Tairawhiti,2019-08-31,4,50523
Taranaki,2019-08-31,23,124097
Hawke's Bay,2019-08-31,16,177190
Whanganui,2019-08-31,9,68053
MidCentral,2019-08-31,23,186142
Hutt Valley,2019-08-31,9,157742
Capital and Coast,2019-08-31,37,322391
Wairarapa,2019-08-31,14,48429
Nelson Marlborough,2019-08-31,9,160074
West Coast,2019-08-31,6,32346
Canterbury,2019-08-31,56,577721
South Canterbury,2019-08-31,8,61792
Southern,2019-08-31,35,347158
Northland,2019-09-30,25,193115
Waitemata,2019-09-30,45,634847
Auckland,2019-09-30,44,503163
Counties Manukau,2019-09-30,30,590508
Waikato,2019-09-30,63,435674
Lakes,2019-09-30,8,116715
Bay of Plenty,2019-09-30,24,261630
Tairawhiti,2019-09-30,1,50570
Taranaki,2019-09-30,22,124248
Hawke's Bay,2019-09-30,21,177502
Whanganui,2019-09-30,8,68156
MidCentral,2019-09-30,28,186418
Hutt Valley,2019-09-30,4,158014
Capital and Coast,2019-09-30,34,322855
Wairarapa,2019-09-30,6,48539
Nelson Marlborough,2019-09-30,16,160346
West Coast,2019-09-30,6,32358
Canterbury,2019-09-30,55,578896
South Canterbury,2019-09-30,14,61843
Southern,2019-09-30,49,347758
Northland,2019-10-31,25,193589
Waitemata,2019-10-31,65,636313
Auckland,2019-10-31,46,503872
Counties Manukau,2019-10-31,56,591984
Waikato,2019-10-31,58,436524
Lakes,2019-10-31,18,116933
Bay of Plenty,2019-10-31,30,262357
Tairawhiti,2019-10-31,8,50615
Taranaki,2019-10-31,26,124399
Hawke's Bay,2019-10-31,21,177824
Whanganui,2019-10-31,5,68265
MidCentral,2019-10-31,26,186702
Hutt Valley,2019-10-31,15,158298
Capital and Coast,2019-10-31,25,323343
Wairarapa,2019-10-31,11,48654
Nelson Marlborough,2019-10-31,20,160624
West Coast,2019-10-31,0,32370
Canterbury,2019-10-31,72,580117
South Canterbury,2019-10-31,14,61895
Southern,2019-10-31,64,348381
Northland,2019-11-30,22,194083
Waitemata,2019-11-30,91,637862
Auckland,2019-11-30,52,504617
Counties Manukau,2019-11-30,56,593514
Waikato,2019-11-30,71,437399
Lakes,2019-11-30,10,117162
Bay of Plenty,2019-11-30,22,263113
Tairawhiti,2019-11-30,3,50659
Taranaki,2019-11-30,35,124550
Hawke's Bay,2019-11-30,27,178156
Whanganui,2019-11-30,11,68379
MidCentral,2019-11-30,41,186996
Hutt Valley,2019-11-30,23,158593
Capital and Coast,2019-11-30,45,323858
Wairarapa,2019-11-30,16,48774
Nelson Marlborough,2019-11-30,23,160908
West Coast,2019-11-30,4,32385
Canterbury,2019-11-30,87,581384
South Canterbury,2019-11-30,13,61947
Southern,2019-11-30,59,349027
Northland,2019-12-31,20,194600
Waitemata,2019-12-31,108,639500
Auckland,2019-12-31,64,505400
Counties Manukau,2019-12-31,43,595100
Waikato,2019-12-31,47,438300
Lakes,2019-12-31,21,117400
Bay of Plenty,2019-12-31,29,263900
Tairawhiti,2019-12-31,6,50700
Taranaki,2019-12-31,14,124700
Hawke's Bay,2019-12-31,38,178500
Whanganui,2019-12-31,10,68500
MidCentral,2019-12-31,27,187300
Hutt Valley,2019-12-31,20,158900
Capital and Coast,2019-12-31,35,324400
Wairarapa,2019-12-31,12,48900
Nelson Marlborough,2019-12-31,28,161200
West Coast,2019-12-31,8,32400
Canterbury,2019-12-31,51,582700
South Canterbury,2019-12-31,10,62000
Southern,2019-12-31,64,349700
Northland,2020-01-31,14,195140
Waitemata,2020-01-31,86,641231
Auckland,2020-01-31,73,506222
Counties Manukau,2020-01-31,57,596746
Waikato,2020-01-31,71,439228
Lakes,2020-01-31,15,117649
Bay of Plenty,2020-01-31,41,264719
Tairawhiti,2020-01-31,6,50739
Taranaki,2020-01-31,16,124850
Hawke's Bay,2020-01-31,26,178855
Whanganui,2020-01-31,16,68627
MidCentral,2020-01-31,22,187614
Hutt Valley,2020-01-31,13,159219
Capital and Coast,2020-01-31,35,324971
Wairarapa,2020-01-31,12,49032
Nelson Marlborough,2020-01-31,22,161499
West Coast,2020-01-31,6,32417
Canterbury,2020-01-31,65,584067
South Canterbury,2020-01-31,13,62053
Southern,2020-01-31,71,350400
Northland,2020-02-29,22,195704
Waitemata,2020-02-29,47,643060
Auckland,2020-02-29,25,507085
Counties Manukau,2020-02-29,41,598454
Waikato,2020-02-29,37,440186
Lakes,2020-02-29,10,117910
Bay of Plenty,2020-02-29,17,265573
Tairawhiti,2020-02-29,2,50775
Taranaki,2020-02-29,13,125000
Hawke's Bay,2020-02-29,17,179222
Whanganui,2020-02-29,4,68762
MidCentral,2020-02-29,11,187939
Hutt Valley,2020-02-29,11,159552
Capital and Coast,2020-02-29,16,325572
Wairarapa,2020-02-29,3,49170
Nelson Marlborough,2020-02-29,7,161806
West Coast,2020-02-29,5,32435
Canterbury,2020-02-29,32,585485
South Canterbury,2020-02-29,9,62107
Southern,2020-02-29,52,351128
Northland,2020-03-31,11,196294
Waitemata,2020-03-31,30,644991
Auckland,2020-03-31,21,507990
Counties Manukau,2020-03-31,23,600226
Waikato,2020-03-31,34,441173
Lakes,2020-03-31,3,118182
Bay of Plenty,2020-03-31,13,266464
Tairawhiti,2020-03-31,3,50809
Taranaki,2020-03-31,11,125148
Hawke's Bay,2020-03-31,11,179601
Whanganui,2020-03-31,2,68903
MidCentral,2020-03-31,7,188275
Hutt Valley,2020-03-31,5,159897
Capital and Coast,2020-03-31,19,326204
Wairarapa,2020-03-31,4,49315
Nelson Marlborough,2020-03-31,10,162120
West Coast,2020-03-31,4,32454
Canterbury,2020-03-31,23,586959
South Canterbury,2020-03-31,7,62162
Southern,2020-03-31,26,351886
Northland,2020-04-30,3,196911
Waitemata,2020-04-30,6,647028
Auckland,2020-04-30,5,508940
Counties Manukau,2020-04-30,4,602066
Waikato,2020-04-30,23,442192
Lakes,2020-04-30,5,118466
Bay of Plenty,2020-04-30,3,267392
Tairawhiti,2020-04-30,1,50839
Taranaki,2020-04-30,6,125297
Hawke's Bay,2020-04-30,2,179994
Whanganui,2020-04-30,1,69052
MidCentral,2020-04-30,4,188622
Hutt Valley,2020-04-30,3,160256
Capital and Coast,2020-04-30,0,326870
Wairarapa,2020-04-30,2,49466
Nelson Marlborough,2020-04-30,1,162443
West Coast,2020-04-30,3,32474
Canterbury,2020-04-30,9,588489
South Canterbury,2020-04-30,5,62217
Southern,2020-04-30,8,352675
Northland,2020-05-31,9,197555
Waitemata,2020-05-31,20,649177
Auckland,2020-05-31,11,509937
Counties Manukau,2020-05-31,15,603977
Waikato,2020-05-31,19,443244
Lakes,2020-05-31,8,118764
Bay of Plenty,2020-05-31,8,268360
Tairawhiti,2020-05-31,3,50867
Taranaki,2020-05-31,9,125444
Hawke's Bay,2020-05-31,5,180399
Whanganui,2020-05-31,1,69208
MidCentral,2020-05-31,10,188982
Hutt Valley,2020-05-31,9,160630
Capital and Coast,2020-05-31,1,327570
Wairarapa,2020-05-31,0,49625
Nelson Marlborough,2020-05-31,2,162774
West Coast,2020-05-31,4,32496
Canterbury,2020-05-31,18,590076
South Canterbury,2020-05-31,6,62272
Southern,2020-05-31,14,353497
Northland,2020-06-30,15,198229
Waitemata,2020-06-30,34,651441
Auckland,2020-06-30,22,510981
Counties Manukau,2020-06-30,21,605960
Waikato,2020-06-30,23,444330
Lakes,2020-06-30,4,119074
Bay of Plenty,2020-06-30,7,269370
Tairawhiti,2020-06-30,5,50891
Taranaki,2020-06-30,9,125590
Hawke's Bay,2020-06-30,13,180818
Whanganui,2020-06-30,4,69373
MidCentral,2020-06-30,11,189354
Hutt Valley,2020-06-30,6,161018
Capital and Coast,2020-06-30,17,328306
Wairarapa,2020-06-30,6,49791
Nelson Marlborough,2020-06-30,7,163114
West Coast,2020-06-30,1,32519
Canterbury,2020-06-30,26,591724
South Canterbury,2020-06-30,6,62328
Southern,2020-06-30,27,354353
Northland,2020-07-31,11,198932
Waitemata,2020-07-31,31,653826
Auckland,2020-07-31,33,512074
Counties Manukau,2020-07-31,30,608019
