DHB,Date,Cases,Population
Canterbury,2013-06-30,41,507371
Canterbury,2013-07-31,67,507903
Canterbury,2013-08-31,51,508470
Canterbury,2013-09-30,68,509082
Canterbury,2013-10-31,73,509750
Canterbury,2013-11-30,80,510486
Canterbury,2013-12-31,119,511300
Canterbury,2014-01-31,128,512200
Canterbury,2014-02-28,66,513180
Canterbury,2014-03-31,52,514234
Canterbury,2014-04-30,54,515352
Canterbury,2014-05-31,51,516528
Canterbury,2014-06-30,59,517753
Canterbury,2014-07-31,28,519020
Canterbury,2014-08-31,39,520321
Canterbury,2014-09-30,70,521647
Canterbury,2014-10-31,68,522990
Canterbury,2014-11-30,51,524344
Canterbury,2014-12-31,74,525700
South Canterbury,2008-01-31,13,55521
South Canterbury,2008-02-29,16,55542
South Canterbury,2008-03-31,9,55565
South Canterbury,2008-04-30,13,55588
South Canterbury,2008-05-31,8,55612
South Canterbury,2008-06-30,9,55637
South Canterbury,2008-07-31,4,55663
South Canterbury,2008-08-31,16,55689
South Canterbury,2008-09-30,12,55716
South Canterbury,2008-10-31,18,55743
South Canterbury,2008-11-30,8,55771
South Canterbury,2008-12-31,19,55800
South Canterbury,2009-01-31,14,55829
South Canterbury,2009-02-28,7,55859
South Canterbury,2009-03-31,12,55889
South Canterbury,2009-04-30,7,55919
South Canterbury,2009-05-31,6,55951
South Canterbury,2009-06-30,10,55983
South Canterbury,2009-07-31,6,56017
South Canterbury,2009-08-31,4,56051
South Canterbury,2009-09-30,7,56087
South Canterbury,2009-10-31,10,56123
South Canterbury,2009-11-30,12,56161
South Canterbury,2009-12-31,8,56200
South Canterbury,2010-01-31,10,56240
South Canterbury,2010-02-28,12,56282
South Canterbury,2010-03-31,9,56324
South Canterbury,2010-04-30,13,56367
South Canterbury,2010-05-31,7,56411
South Canterbury,2010-06-30,12,56454
South Canterbury,2010-07-31,8,56497
South Canterbury,2010-08-31,7,56540
South Canterbury,2010-09-30,11,56581
South Canterbury,2010-10-31,9,56622
South Canterbury,2010-11-30,15,56662
South Canterbury,2010-12-31,9,56700
South Canterbury,2011-01-31,9,56736
South Canterbury,2011-02-28,8,56771
South Canterbury,2011-03-31,12,56805
South Canterbury,2011-04-30,9,56837
South Canterbury,2011-05-31,12,56869
South Canterbury,2011-06-30,13,56901
South Canterbury,2011-07-31,5,56933
South Canterbury,2011-08-31,8,56965
South Canterbury,2011-09-30,9,56997
South Canterbury,2011-10-31,10,57030
South Canterbury,2011-11-30,15,57064
South Canterbury,2011-12-31,16,57100
South Canterbury,2012-01-31,18,57137
South Canterbury,2012-02-29,20,57176
South Canterbury,2012-03-31,20,57216
South Canterbury,2012-04-30,12,57257
South Canterbury,2012-05-31,11,57299
South Canterbury,2012-06-30,9,57342
South Canterbury,2012-07-31,4,57385
South Canterbury,2012-08-31,18,57428
South Canterbury,2012-09-30,22,57472
South Canterbury,2012-10-31,21,57515
South Canterbury,2012-11-30,13,57558
South Canterbury,2012-12-31,10,57600
South Canterbury,2013-01-31,16,57642
South Canterbury,2013-02-28,18,57683
South Canterbury,2013-03-31,11,57723
South Canterbury,2013-04-30,6,57764
South Canterbury,2013-05-31,13,57804
South Canterbury,2013-06-30,9,57845
South Canterbury,2013-07-31,13,57885
South Canterbury,2013-08-31,14,57927
South Canterbury,2013-09-30,13,57969
South Canterbury,2013-10-31,23,58011
South Canterbury,2013-11-30,9,58055
South Canterbury,2013-12-31,22,58100
South Canterbury,2014-01-31,25,58146
South Canterbury,2014-02-28,9,58194
South Canterbury,2014-03-31,32,58244
South Canterbury,2014-04-30,11,58295
South Canterbury,2014-05-31,19,58349
South Canterbury,2014-06-30,13,58405
South Canterbury,2014-07-31,3,58464
South Canterbury,2014-08-31,1,58525
South Canterbury,2014-09-30,9,58589
South Canterbury,2014-10-31,11,58656
South Canterbury,2014-11-30,12,58726
South Canterbury,2014-12-31,10,58800
Northland,2008-01-31,25,156442
Northland,2008-02-29,23,156585
Northland,2008-03-31,15,156730
Northland,2008-04-30,14,156878
Northland,2008-05-31,16,157029
Northland,2008-06-30,12,157183
Northland,2008-07-31,12,157341
Northland,2008-08-31,26,157503
Northland,2008-09-30,35,157670
Northland,2008-10-31,15,157841
Northland,2008-11-30,24,158018
Northland,2008-12-31,32,158200
Northland,2009-01-31,29,158388
Northland,2009-02-28,14,158582
Northland,2009-03-31,12,158779
Northland,2009-04-30,13,158980
Northland,2009-05-31,6,159184
Northland,2009-06-30,10,159389
Northland,2009-07-31,13,159594
Northland,2009-08-31,38,159800
Northland,2009-09-30,19,160004
Northland,2009-10-31,21,160206
Northland,2009-11-30,14,160405
Northland,2009-12-31,19,160600
Northland,2010-01-31,14,160790
Northland,2010-02-28,12,160976
Northland,2010-03-31,12,161156
Northland,2010-04-30,14,161330
Northland,2010-05-31,8,161499
Northland,2010-06-30,12,161662
Northland,2010-07-31,13,161818
Northland,2010-08-31,24,161968
Northland,2010-09-30,19,162112
Northland,2010-10-31,11,162248
Northland,2010-11-30,24,162378
Northland,2010-12-31,20,162500
Northland,2011-01-31,20,162615
Northland,2011-02-28,8,162722
Northland,2011-03-31,12,162823
Northland,2011-04-30,7,162917
Northland,2011-05-31,25,163006
Northland,2011-06-30,11,163089
Northland,2011-07-31,15,163168
Northland,2011-08-31,19,163241
Northland,2011-09-30,21,163311
Northland,2011-10-31,19,163377
Northland,2011-11-30,20,163440
Northland,2011-12-31,48,163500
Northland,2012-01-31,25,163558
Northland,2012-02-29,24,163616
Northland,2012-03-31,20,163676
Northland,2012-04-30,14,163741
Northland,2012-05-31,11,163812
Northland,2012-06-30,12,163893
Northland,2012-07-31,15,163986
Northland,2012-08-31,27,164092
Northland,2012-09-30,6,164214
Northland,2012-10-31,26,164354
Northland,2012-11-30,30,164516
Northland,2012-12-31,19,164700
Northland,2013-01-31,34,164909
Northland,2013-02-28,12,165141
Northland,2013-03-31,11,165393
Northland,2013-04-30,9,165664
Northland,2013-05-31,7,165950
Northland,2013-06-30,10,166250
Northland,2013-07-31,12,166561
Northland,2013-08-31,35,166881
Northland,2013-09-30,24,167207
Northland,2013-10-31,18,167537
Northland,2013-11-30,19,167869
Northland,2013-12-31,30,168200
Northland,2014-01-31,33,168528
Northland,2014-02-28,12,168854
Northland,2014-03-31,8,169178
Northland,2014-04-30,10,169500
Northland,2014-05-31,10,169822
Northland,2014-06-30,12,170143
Northland,2014-07-31,18,170465
Northland,2014-08-31,21,170788
Northland,2014-09-30,22,171112
Northland,2014-10-31,28,171439
Northland,2014-11-30,25,171768
Northland,2014-12-31,49,172100
Auckland,2008-01-31,80,436381
Auckland,2008-02-29,71,436775
Auckland,2008-03-31,58,437180
Auckland,2008-04-30,36,437595
Auckland,2008-05-31,35,438017
Auckland,2008-06-30,37,438444
Auckland,2008-07-31,42,438874
Auckland,2008-08-31,45,439305
Auckland,2008-09-30,46,439735
Auckland,2008-10-31,53,440163
Auckland,2008-11-30,94,440585
Auckland,2008-12-31,102,441000
Auckland,2009-01-31,93,441407
Auckland,2009-02-28,75,441807
Auckland,2009-03-31,48,442202
Auckland,2009-04-30,67,442594
Auckland,2009-05-31,44,442986
Auckland,2009-06-30,43,443380
Auckland,2009-07-31,61,443778
Auckland,2009-08-31,64,444181
Auckland,2009-09-30,52,444593
Auckland,2009-10-31,64,445016
Auckland,2009-11-30,127,445450
Auckland,2009-12-31,73,445900
Auckland,2010-01-31,74,446366
Auckland,2010-02-28,57,446845
Auckland,2010-03-31,56,447335
Auckland,2010-04-30,55,447832
Auckland,2010-05-31,41,448334
Auckland,2010-06-30,46,448837
Auckland,2010-07-31,49,449337
Auckland,2010-08-31,61,449833
Auckland,2010-09-30,52,450320
Auckland,2010-10-31,60,450796
Auckland,2010-11-30,60,451257
Auckland,2010-12-31,44,451700
Auckland,2011-01-31,41,452123
Auckland,2011-02-28,49,452527
Auckland,2011-03-31,40,452915
Auckland,2011-04-30,32,453288
Auckland,2011-05-31,36,453648
Auckland,2011-06-30,38,453999
Auckland,2011-07-31,38,454340
Auckland,2011-08-31,43,454676
Auckland,2011-09-30,49,455008
Auckland,2011-10-31,43,455338
Auckland,2011-11-30,64,455668
Auckland,2011-12-31,70,456000
Auckland,2012-01-31,81,456337
Auckland,2012-02-29,35,456678
Auckland,2012-03-31,50,457025
Auckland,2012-04-30,42,457379
Auckland,2012-05-31,33,457739
Auckland,2012-06-30,19,458107
Auckland,2012-07-31,32,458482
Auckland,2012-08-31,35,458866
Auckland,2012-09-30,33,459260
Auckland,2012-10-31,48,459663
Auckland,2012-11-30,64,460076
Auckland,2012-12-31,49,460500
Auckland,2013-01-31,72,460935
Auckland,2013-02-28,45,461381
Auckland,2013-03-31,24,461837
Auckland,2013-04-30,42,462301
Auckland,2013-05-31,28,462772
Auckland,2013-06-30,36,463250
Auckland,2013-07-31,50,463734
Auckland,2013-08-31,69,464222
Auckland,2013-09-30,53,464713
Auckland,2013-10-31,52,465208
Auckland,2013-11-30,63,465704
Auckland,2013-12-31,64,466200
Auckland,2014-01-31,62,466697
Auckland,2014-02-28,56,467195
Auckland,2014-03-31,35,467698
Auckland,2014-04-30,37,468207
Auckland,2014-05-31,30,468726
Auckland,2014-06-30,28,469255
Auckland,2014-07-31,45,469799
Auckland,2014-08-31,39,470358
Auckland,2014-09-30,46,470935
Auckland,2014-10-31,49,471533
Auckland,2014-11-30,73,472154
Auckland,2014-12-31,87,472800
Southern,2008-01-31,37,297127
Southern,2008-02-29,63,297256
Southern,2008-03-31,42,297388
Southern,2008-04-30,36,297523
Southern,2008-05-31,39,297660
Southern,2008-06-30,26,297801
Southern,2008-07-31,24,297944
Southern,2008-08-31,16,298090
Southern,2008-09-30,38,298238
Southern,2008-10-31,33,298389
Southern,2008-11-30,42,298543
Southern,2008-12-31,40,298700
Southern,2009-01-31,50,298859
Southern,2009-02-28,37,299022
Southern,2009-03-31,67,299189
Southern,2009-04-30,29,299361
Southern,2009-05-31,42,299539
Southern,2009-06-30,16,299723
Southern,2009-07-31,6,299914
Southern,2009-08-31,15,300113
Southern,2009-09-30,27,300320
Southern,2009-10-31,37,300536
Southern,2009-11-30,36,300763
Southern,2009-12-31,56,301000
Southern,2010-01-31,49,301248
Southern,2010-02-28,51,301504
Southern,2010-03-31,69,301767
Southern,2010-04-30,45,302031
Southern,2010-05-31,32,302296
Southern,2010-06-30,29,302558
Southern,2010-07-31,27,302813
Southern,2010-08-31,37,303060
Southern,2010-09-30,45,303295
Southern,2010-10-31,77,303515
Southern,2010-11-30,91,303718
Southern,2010-12-31,67,303900
Southern,2011-01-31,50,304060
Southern,2011-02-28,60,304198
Southern,2011-03-31,62,304318
Southern,2011-04-30,37,304421
Southern,2011-05-31,35,304509
Southern,2011-06-30,21,304584
Southern,2011-07-31,33,304650
Southern,2011-08-31,37,304707
Southern,2011-09-30,49,304759
Southern,2011-10-31,48,304807
Southern,2011-11-30,57,304853
Southern,2011-12-31,72,304900
Southern,2012-01-31,96,304950
Southern,2012-02-29,56,305005
Southern,2012-03-31,69,305069
Southern,2012-04-30,44,305142
Southern,2012-05-31,64,305228
Southern,2012-06-30,35,305330
Southern,2012-07-31,27,305450
Southern,2012-08-31,40,305589
Southern,2012-09-30,43,305752
Southern,2012-10-31,75,305939
Southern,2012-11-30,59,306155
Southern,2012-12-31,70,306400
Southern,2013-01-31,73,306677
Southern,2013-02-28,60,306984
Southern,2013-03-31,38,307319
Southern,2013-04-30,30,307678
Southern,2013-05-31,28,308058
Southern,2013-06-30,20,308458
Southern,2013-07-31,25,308873
Southern,2013-08-31,35,309303
Southern,2013-09-30,47,309743
Southern,2013-10-31,61,310191
Southern,2013-11-30,61,310644
Southern,2013-12-31,84,311100
Southern,2014-01-31,77,311556
Southern,2014-02-28,63,312014
Southern,2014-03-31,58,312473
Southern,2014-04-30,43,312936
Southern,2014-05-31,34,313404
Southern,2014-06-30,18,313877
Southern,2014-07-31,24,314357
Southern,2014-08-31,40,314845
Southern,2014-09-30,40,315342
Southern,2014-10-31,64,315849
Southern,2014-11-30,46,316368
Southern,2014-12-31,52,316900
Counties Manukau,2008-01-31,73,467866
Counties Manukau,2008-02-29,49,468328
Counties Manukau,2008-03-31,36,468786
Counties Manukau,2008-04-30,22,469242
Counties Manukau,2008-05-31,29,469697
Counties Manukau,2008-06-30,24,470151
Counties Manukau,2008-07-31,32,470604
Counties Manukau,2008-08-31,58,471059
Counties Manukau,2008-09-30,46,471515
Counties Manukau,2008-10-31,56,471973
Counties Manukau,2008-11-30,94,472435
Counties Manukau,2008-12-31,106,472900
Counties Manukau,2009-01-31,64,473370
Counties Manukau,2009-02-28,56,473845
Counties Manukau,2009-03-31,44,474325
Counties Manukau,2009-04-30,29,474810
Counties Manukau,2009-05-31,43,475301
Counties Manukau,2009-06-30,44,475797
Counties Manukau,2009-07-31,42,476299
Counties Manukau,2009-08-31,40,476807
Counties Manukau,2009-09-30,43,477320
Counties Manukau,2009-10-31,84,477841
Counties Manukau,2009-11-30,106,478367
Counties Manukau,2009-12-31,90,478900
Counties Manukau,2010-01-31,61,479440
Counties Manukau,2010-02-28,42,479985
Counties Manukau,2010-03-31,38,480536
Counties Manukau,2010-04-30,44,481091
Counties Manukau,2010-05-31,31,481650
Counties Manukau,2010-06-30,37,482211
Counties Manukau,2010-07-31,35,482775
Counties Manukau,2010-08-31,62,483341
Counties Manukau,2010-09-30,38,483906
Counties Manukau,2010-10-31,43,484472
Counties Manukau,2010-11-30,54,485037
Counties Manukau,2010-12-31,49,485600
Counties Manukau,2011-01-31,33,486160
Counties Manukau,2011-02-28,25,486716
Counties Manukau,2011-03-31,29,487265
Counties Manukau,2011-04-30,38,487804
Counties Manukau,2011-05-31,40,488331
Counties Manukau,2011-06-30,32,488845
Counties Manukau,2011-07-31,46,489342
Counties Manukau,2011-08-31,30,489820
Counties Manukau,2011-09-30,39,490277
Counties Manukau,2011-10-31,47,490711
Counties Manukau,2011-11-30,69,491120
Counties Manukau,2011-12-31,74,491500
Counties Manukau,2012-01-31,61,491852
Counties Manukau,2012-02-29,46,492183
Counties Manukau,2012-03-31,37,492501
Counties Manukau,2012-04-30,25,492816
Counties Manukau,2012-05-31,32,493137
Counties Manukau,2012-06-30,30,493473
Counties Manukau,2012-07-31,30,493832
Counties Manukau,2012-08-31,33,494224
Counties Manukau,2012-09-30,32,494658
Counties Manukau,2012-10-31,38,495143
Counties Manukau,2012-11-30,55,495687
Counties Manukau,2012-12-31,61,496300
Counties Manukau,2013-01-31,51,496988
Counties Manukau,2013-02-28,39,497749
Counties Manukau,2013-03-31,24,498575
Counties Manukau,2013-04-30,24,499461
Counties Manukau,2013-05-31,30,500401
Counties Manukau,2013-06-30,39,501390
Counties Manukau,2013-07-31,41,502420
Counties Manukau,2013-08-31,48,503487
Counties Manukau,2013-09-30,60,504585
Counties Manukau,2013-10-31,52,505707
Counties Manukau,2013-11-30,56,506847
Counties Manukau,2013-12-31,72,508000
Counties Manukau,2014-01-31,62,509161
Counties Manukau,2014-02-28,43,510329
Counties Manukau,2014-03-31,31,511504
Counties Manukau,2014-04-30,35,512688
Counties Manukau,2014-05-31,23,513880
Counties Manukau,2014-06-30,37,515081
Counties Manukau,2014-07-31,16,516291
Counties Manukau,2014-08-31,32,517511
Counties Manukau,2014-09-30,48,518742
Counties Manukau,2014-10-31,52,519983
Counties Manukau,2014-11-30,86,521236
Counties Manukau,2014-12-31,52,522500
Waikato,2008-01-31,59,357844
Waikato,2008-02-29,44,358196
Waikato,2008-03-31,34,358554
Waikato,2008-04-30,30,358919
Waikato,2008-05-31,26,359289
Waikato,2008-06-30,12,359665
Waikato,2008-07-31,38,360045
Waikato,2008-08-31,60,360430
Waikato,2008-09-30,64,360818
Waikato,2008-10-31,65,361210
Waikato,2008-11-30,55,361604
Waikato,2008-12-31,87,362000
Waikato,2009-01-31,64,362398
Waikato,2009-02-28,64,362797
Waikato,2009-03-31,47,363197
Waikato,2009-04-30,29,363599
Waikato,2009-05-31,31,364000
Waikato,2009-06-30,26,364402
Waikato,2009-07-31,31,364803
Waikato,2009-08-31,74,365205
Waikato,2009-09-30,57,365605
Waikato,2009-10-31,63,366005
Waikato,2009-11-30,82,366403
Waikato,2009-12-31,92,366800
Waikato,2010-01-31,72,367195
Waikato,2010-02-28,56,367588
Waikato,2010-03-31,46,367978
Waikato,2010-04-30,41,368365
Waikato,2010-05-31,29,368748
Waikato,2010-06-30,38,369128
Waikato,2010-07-31,34,369503
Waikato,2010-08-31,72,369874
Waikato,2010-09-30,98,370239
Waikato,2010-10-31,76,370599
Waikato,2010-11-30,57,370953
Waikato,2010-12-31,61,371300
Waikato,2011-01-31,50,371641
Waikato,2011-02-28,61,371974
Waikato,2011-03-31,40,372299
Waikato,2011-04-30,42,372617
Waikato,2011-05-31,45,372925
Waikato,2011-06-30,25,373224
Waikato,2011-07-31,44,373514
Waikato,2011-08-31,55,373794
Waikato,2011-09-30,81,374062
Waikato,2011-10-31,61,374320
Waikato,2011-11-30,78,374566
Waikato,2011-12-31,105,374800
Waikato,2012-01-31,104,375022
Waikato,2012-02-29,54,375236
Waikato,2012-03-31,48,375447
Waikato,2012-04-30,42,375658
Waikato,2012-05-31,41,375874
Waikato,2012-06-30,18,376099
Waikato,2012-07-31,37,376339
Waikato,2012-08-31,84,376597
Waikato,2012-09-30,66,376877
Waikato,2012-10-31,58,377185
Waikato,2012-11-30,55,377525
Waikato,2012-12-31,88,377900
Waikato,2013-01-31,84,378315
Waikato,2013-02-28,47,378767
Waikato,2013-03-31,41,379253
Waikato,2013-04-30,32,379772
Waikato,2013-05-31,44,380318
Waikato,2013-06-30,41,380891
Waikato,2013-07-31,47,381486
Waikato,2013-08-31,94,382101
Waikato,2013-09-30,84,382733
Waikato,2013-10-31,80,383379
Waikato,2013-11-30,84,384035
Waikato,2013-12-31,96,384700
Waikato,2014-01-31,54,385370
Waikato,2014-02-28,54,386045
Waikato,2014-03-31,56,386724
Waikato,2014-04-30,43,387408
Waikato,2014-05-31,41,388095
Waikato,2014-06-30,24,388787
Waikato,2014-07-31,49,389482
Waikato,2014-08-31,90,390180
Waikato,2014-09-30,67,390881
Waikato,2014-10-31,76,391585
Waikato,2014-11-30,123,392291
Waikato,2014-12-31,87,393000
Lakes,2008-01-31,18,101514
Lakes,2008-02-29,15,101527
Lakes,2008-03-31,9,101542
Lakes,2008-04-30,8,101557
Lakes,2008-05-31,10,101575
Lakes,2008-06-30,5,101595
Lakes,2008-07-31,9,101618
Lakes,2008-08-31,13,101645
Lakes,2008-09-30,11,101676
Lakes,2008-10-31,27,101712
Lakes,2008-11-30,17,101753
Lakes,2008-12-31,12,101800
Lakes,2009-01-31,23,101853
Lakes,2009-02-28,22,101912
Lakes,2009-03-31,9,101976
Lakes,2009-04-30,8,102043
Lakes,2009-05-31,6,102113
Lakes,2009-06-30,8,102185
Lakes,2009-07-31,12,102257
Lakes,2009-08-31,17,102330
Lakes,2009-09-30,24,102401
Lakes,2009-10-31,15,102471
Lakes,2009-11-30,29,102537
Lakes,2009-12-31,32,102600
Lakes,2010-01-31,21,102658
Lakes,2010-02-28,11,102712
Lakes,2010-03-31,9,102761
Lakes,2010-04-30,8,102808
Lakes,2010-05-31,16,102851
Lakes,2010-06-30,14,102891
Lakes,2010-07-31,6,102929
Lakes,2010-08-31,15,102965
Lakes,2010-09-30,26,103000
Lakes,2010-10-31,23,103034
Lakes,2010-11-30,19,103067
Lakes,2010-12-31,15,103100
Lakes,2011-01-31,11,103133
Lakes,2011-02-28,18,103166
Lakes,2011-03-31,8,103197
Lakes,2011-04-30,11,103226
Lakes,2011-05-31,7,103253
Lakes,2011-06-30,9,103276
Lakes,2011-07-31,8,103295
Lakes,2011-08-31,7,103309
Lakes,2011-09-30,17,103317
Lakes,2011-10-31,12,103319
Lakes,2011-11-30,15,103313
Lakes,2011-12-31,17,103300
Lakes,2012-01-31,28,103278
Lakes,2012-02-29,11,103251
Lakes,2012-03-31,16,103219
Lakes,2012-04-30,8,103187
Lakes,2012-05-31,12,103156
Lakes,2012-06-30,9,103129
Lakes,2012-07-31,3,103109
Lakes,2012-08-31,16,103099
Lakes,2012-09-30,14,103100
Lakes,2012-10-31,19,103115
Lakes,2012-11-30,14,103148
Lakes,2012-12-31,16,103200
Lakes,2013-01-31,17,103273
Lakes,2013-02-28,12,103367
Lakes,2013-03-31,13,103478
Lakes,2013-04-30,10,103604
Lakes,2013-05-31,14,103744
Lakes,2013-06-30,5,103894
Lakes,2013-07-31,8,104054
Lakes,2013-08-31,21,104219
Lakes,2013-09-30,25,104389
Lakes,2013-10-31,20,104560
Lakes,2013-11-30,18,104731
Lakes,2013-12-31,17,104900
Lakes,2014-01-31,18,105064
Lakes,2014-02-28,9,105225
Lakes,2014-03-31,10,105382
Lakes,2014-04-30,8,105537
Lakes,2014-05-31,5,105690
Lakes,2014-06-30,7,105843
Lakes,2014-07-31,19,105997
Lakes,2014-08-31,19,106151
Lakes,2014-09-30,16,106308
Lakes,2014-10-31,19,106468
Lakes,2014-11-30,19,106632
Lakes,2014-12-31,24,106800
Bay of Plenty,2008-01-31,35,206096
Bay of Plenty,2008-02-29,23,206295
Bay of Plenty,2008-03-31,16,206496
Bay of Plenty,2008-04-30,12,206701
Bay of Plenty,2008-05-31,12,206907
Bay of Plenty,2008-06-30,13,207116
Bay of Plenty,2008-07-31,16,207327
Bay of Plenty,2008-08-31,30,207539
Bay of Plenty,2008-09-30,21,207753
Bay of Plenty,2008-10-31,15,207968
Bay of Plenty,2008-11-30,30,208184
Bay of Plenty,2008-12-31,34,208400
Bay of Plenty,2009-01-31,35,208617
Bay of Plenty,2009-02-28,30,208834
Bay of Plenty,2009-03-31,33,209051
Bay of Plenty,2009-04-30,11,209268
Bay of Plenty,2009-05-31,17,209485
Bay of Plenty,2009-06-30,10,209702
Bay of Plenty,2009-07-31,18,209919
Bay of Plenty,2009-08-31,13,210136
Bay of Plenty,2009-09-30,33,210353
Bay of Plenty,2009-10-31,42,210569
Bay of Plenty,2009-11-30,49,210785
Bay of Plenty,2009-12-31,26,211000
Bay of Plenty,2010-01-31,50,211215
Bay of Plenty,2010-02-28,30,211427
Bay of Plenty,2010-03-31,22,211637
Bay of Plenty,2010-04-30,18,211843
Bay of Plenty,2010-05-31,20,212044
Bay of Plenty,2010-06-30,23,212238
Bay of Plenty,2010-07-31,16,212424
Bay of Plenty,2010-08-31,16,212602
Bay of Plenty,2010-09-30,30,212769
Bay of Plenty,2010-10-31,27,212926
Bay of Plenty,2010-11-30,38,213070
Bay of Plenty,2010-12-31,32,213200
Bay of Plenty,2011-01-31,26,213316
Bay of Plenty,2011-02-28,18,213418
Bay of Plenty,2011-03-31,27,213507
Bay of Plenty,2011-04-30,18,213585
Bay of Plenty,2011-05-31,18,213652
Bay of Plenty,2011-06-30,19,213709
Bay of Plenty,2011-07-31,14,213757
Bay of Plenty,2011-08-31,24,213797
Bay of Plenty,2011-09-30,24,213831
Bay of Plenty,2011-10-31,31,213858
Bay of Plenty,2011-11-30,35,213881
Bay of Plenty,2011-12-31,38,213900
Bay of Plenty,2012-01-31,35,213916
Bay of Plenty,2012-02-29,19,213934
Bay of Plenty,2012-03-31,25,213956
Bay of Plenty,2012-04-30,14,213987
Bay of Plenty,2012-05-31,18,214030
Bay of Plenty,2012-06-30,8,214089
Bay of Plenty,2012-07-31,12,214169
Bay of Plenty,2012-08-31,13,214272
Bay of Plenty,2012-09-30,32,214403
Bay of Plenty,2012-10-31,33,214565
Bay of Plenty,2012-11-30,22,214763
Bay of Plenty,2012-12-31,36,215000
Bay of Plenty,2013-01-31,23,215279
Bay of Plenty,2013-02-28,17,215596
Bay of Plenty,2013-03-31,10,215950
Bay of Plenty,2013-04-30,8,216335
Bay of Plenty,2013-05-31,13,216747
Bay of Plenty,2013-06-30,14,217184
Bay of Plenty,2013-07-31,23,217641
Bay of Plenty,2013-08-31,30,218115
Bay of Plenty,2013-09-30,43,218602
Bay of Plenty,2013-10-31,30,219097
Bay of Plenty,2013-11-30,24,219598
Bay of Plenty,2013-12-31,27,220100
Bay of Plenty,2014-01-31,35,220601
Bay of Plenty,2014-02-28,30,221099
Bay of Plenty,2014-03-31,22,221597
Bay of Plenty,2014-04-30,19,222094
Bay of Plenty,2014-05-31,16,222590
Bay of Plenty,2014-06-30,17,223087
Bay of Plenty,2014-07-31,15,223584
Bay of Plenty,2014-08-31,18,224083
Bay of Plenty,2014-09-30,32,224583
Bay of Plenty,2014-10-31,49,225086
Bay of Plenty,2014-11-30,39,225591
Bay of Plenty,2014-12-31,35,226100
Tairawhiti,2008-01-31,3,46017
Tairawhiti,2008-02-29,3,46035
Tairawhiti,2008-03-31,3,46054
Tairawhiti,2008-04-30,3,46075
Tairawhiti,2008-05-31,7,46098
Tairawhiti,2008-06-30,4,46122
Tairawhiti,2008-07-31,5,46147
Tairawhiti,2008-08-31,5,46174
Tairawhiti,2008-09-30,0,46203
Tairawhiti,2008-10-31,4,46234
Tairawhiti,2008-11-30,3,46266
Tairawhiti,2008-12-31,1,46300
Tairawhiti,2009-01-31,6,46336
Tairawhiti,2009-02-28,1,46373
Tairawhiti,2009-03-31,1,46411
Tairawhiti,2009-04-30,0,46449
Tairawhiti,2009-05-31,0,46486
Tairawhiti,2009-06-30,2,46523
Tairawhiti,2009-07-31,0,46559
Tairawhiti,2009-08-31,3,46593
Tairawhiti,2009-09-30,5,46624
Tairawhiti,2009-10-31,2,46653
Tairawhiti,2009-11-30,8,46679
Tairawhiti,2009-12-31,8,46700
Tairawhiti,2010-01-31,4,46717
Tairawhiti,2010-02-28,5,46731
Tairawhiti,2010-03-31,5,46741
Tairawhiti,2010-04-30,1,46749
Tairawhiti,2010-05-31,2,46755
Tairawhiti,2010-06-30,5,46760
Tairawhiti,2010-07-31,5,46764
Tairawhiti,2010-08-31,2,46769
Tairawhiti,2010-09-30,3,46774
Tairawhiti,2010-10-31,2,46780
Tairawhiti,2010-11-30,2,46789
Tairawhiti,2010-12-31,1,46800
Tairawhiti,2011-01-31,4,46814
Tairawhiti,2011-02-28,3,46831
Tairawhiti,2011-03-31,1,46850
Tairawhiti,2011-04-30,2,46870
Tairawhiti,2011-05-31,7,46891
Tairawhiti,2011-06-30,4,46912
Tairawhiti,2011-07-31,6,46932
Tairawhiti,2011-08-31,5,46951
Tairawhiti,2011-09-30,7,46967
Tairawhiti,2011-10-31,1,46982
Tairawhiti,2011-11-30,7,46993
Tairawhiti,2011-12-31,9,47000
Tairawhiti,2012-01-31,13,47003
Tairawhiti,2012-02-29,7,47002
Tairawhiti,2012-03-31,4,46999
Tairawhiti,2012-04-30,2,46993
Tairawhiti,2012-05-31,0,46987
Tairawhiti,2012-06-30,0,46981
Tairawhiti,2012-07-31,0,46976
Tairawhiti,2012-08-31,3,46973
Tairawhiti,2012-09-30,6,46973
Tairawhiti,2012-10-31,7,46977
Tairawhiti,2012-11-30,7,46986
Tairawhiti,2012-12-31,5,47000
Tairawhiti,2013-01-31,7,47021
Tairawhiti,2013-02-28,4,47047
Tairawhiti,2013-03-31,3,47079
Tairawhiti,2013-04-30,4,47116
Tairawhiti,2013-05-31,1,47157
Tairawhiti,2013-06-30,8,47201
Tairawhiti,2013-07-31,8,47248
Tairawhiti,2013-08-31,11,47296
Tairawhiti,2013-09-30,8,47347
Tairawhiti,2013-10-31,7,47398
Tairawhiti,2013-11-30,6,47449
Tairawhiti,2013-12-31,15,47500
Tairawhiti,2014-01-31,9,47550
Tairawhiti,2014-02-28,4,47599
Tairawhiti,2014-03-31,4,47647
Tairawhiti,2014-04-30,3,47695
Tairawhiti,2014-05-31,4,47743
Tairawhiti,2014-06-30,6,47791
Tairawhiti,2014-07-31,8,47839
Tairawhiti,2014-08-31,3,47889
Tairawhiti,2014-09-30,4,47939
