DHB,Date,Age,Ethnicity,Eligible,Immunised
Taranaki,2018-06-30,24 months,Asian,28,24
Taranaki,2018-06-30,24 months,Maori,123,110
Taranaki,2018-06-30,24 months,NZE,213,197
Taranaki,2018-06-30,24 months,Other,20,12
Taranaki,2018-06-30,24 months,Pacific,NA,NA
Taranaki,2018-06-30,24 months,Total,390,349
Taranaki,2018-06-30,5 years,Asian,20,17
Taranaki,2018-06-30,5 years,Maori,112,96
Taranaki,2018-06-30,5 years,NZE,236,217
Taranaki,2018-06-30,5 years,Other,27,18
Taranaki,2018-06-30,5 years,Pacific,NA,NA
Taranaki,2018-06-30,5 years,Total,398,351
Taranaki,2018-09-30,6 months,Asian,30,25
Taranaki,2018-09-30,6 months,Maori,116,78
Taranaki,2018-09-30,6 months,NZE,224,183
Taranaki,2018-09-30,6 months,Other,22,17
Taranaki,2018-09-30,6 months,Pacific,10,NA
Taranaki,2018-09-30,6 months,Total,402,312
Taranaki,2018-09-30,8 months,Asian,29,27
Taranaki,2018-09-30,8 months,Maori,120,103
Taranaki,2018-09-30,8 months,NZE,207,189
Taranaki,2018-09-30,8 months,Other,15,11
Taranaki,2018-09-30,8 months,Pacific,NA,NA
Taranaki,2018-09-30,8 months,Total,379,336
Taranaki,2018-09-30,12 months,Asian,22,22
Taranaki,2018-09-30,12 months,Maori,117,98
Taranaki,2018-09-30,12 months,NZE,181,166
Taranaki,2018-09-30,12 months,Other,19,18
Taranaki,2018-09-30,12 months,Pacific,NA,NA
Taranaki,2018-09-30,12 months,Total,344,309
Taranaki,2018-09-30,18 months,Asian,21,21
Taranaki,2018-09-30,18 months,Maori,112,80
Taranaki,2018-09-30,18 months,NZE,193,162
Taranaki,2018-09-30,18 months,Other,22,18
Taranaki,2018-09-30,18 months,Pacific,NA,NA
Taranaki,2018-09-30,18 months,Total,355,285
Taranaki,2018-09-30,24 months,Asian,24,22
Taranaki,2018-09-30,24 months,Maori,116,106
Taranaki,2018-09-30,24 months,NZE,194,179
Taranaki,2018-09-30,24 months,Other,22,18
Taranaki,2018-09-30,24 months,Pacific,NA,NA
Taranaki,2018-09-30,24 months,Total,361,330
Taranaki,2018-09-30,5 years,Asian,29,24
Taranaki,2018-09-30,5 years,Maori,120,102
Taranaki,2018-09-30,5 years,NZE,223,210
Taranaki,2018-09-30,5 years,Other,21,15
Taranaki,2018-09-30,5 years,Pacific,NA,NA
Taranaki,2018-09-30,5 years,Total,402,360
Taranaki,2018-12-31,6 months,Asian,25,24
Taranaki,2018-12-31,6 months,Maori,116,78
Taranaki,2018-12-31,6 months,NZE,217,181
Taranaki,2018-12-31,6 months,Other,17,10
Taranaki,2018-12-31,6 months,Pacific,NA,NA
Taranaki,2018-12-31,6 months,Total,381,298
Taranaki,2018-12-31,8 months,Asian,24,24
Taranaki,2018-12-31,8 months,Maori,127,104
Taranaki,2018-12-31,8 months,NZE,195,182
Taranaki,2018-12-31,8 months,Other,17,15
Taranaki,2018-12-31,8 months,Pacific,NA,NA
Taranaki,2018-12-31,8 months,Total,372,333
Taranaki,2018-12-31,12 months,Asian,22,20
Taranaki,2018-12-31,12 months,Maori,119,109
Taranaki,2018-12-31,12 months,NZE,201,185
Taranaki,2018-12-31,12 months,Other,17,13
Taranaki,2018-12-31,12 months,Pacific,NA,NA
Taranaki,2018-12-31,12 months,Total,364,330
Taranaki,2018-12-31,18 months,Asian,24,22
Taranaki,2018-12-31,18 months,Maori,105,82
Taranaki,2018-12-31,18 months,NZE,226,189
Taranaki,2018-12-31,18 months,Other,20,17
Taranaki,2018-12-31,18 months,Pacific,NA,NA
Taranaki,2018-12-31,18 months,Total,382,316
Taranaki,2018-12-31,24 months,Asian,41,37
Taranaki,2018-12-31,24 months,Maori,109,92
Taranaki,2018-12-31,24 months,NZE,219,205
Taranaki,2018-12-31,24 months,Other,20,19
Taranaki,2018-12-31,24 months,Pacific,NA,NA
Taranaki,2018-12-31,24 months,Total,393,357
Taranaki,2018-12-31,5 years,Asian,31,31
Taranaki,2018-12-31,5 years,Maori,145,123
Taranaki,2018-12-31,5 years,NZE,264,239
Taranaki,2018-12-31,5 years,Other,21,14
Taranaki,2018-12-31,5 years,Pacific,NA,NA
Taranaki,2018-12-31,5 years,Total,464,410
Taranaki,2019-03-31,6 months,Asian,17,14
Taranaki,2019-03-31,6 months,Maori,142,96
Taranaki,2019-03-31,6 months,NZE,210,173
Taranaki,2019-03-31,6 months,Other,25,21
Taranaki,2019-03-31,6 months,Pacific,NA,NA
Taranaki,2019-03-31,6 months,Total,402,312
Taranaki,2019-03-31,8 months,Asian,22,21
Taranaki,2019-03-31,8 months,Maori,127,104
Taranaki,2019-03-31,8 months,NZE,243,220
Taranaki,2019-03-31,8 months,Other,24,19
Taranaki,2019-03-31,8 months,Pacific,NA,NA
Taranaki,2019-03-31,8 months,Total,422,370
Taranaki,2019-03-31,12 months,Asian,31,30
Taranaki,2019-03-31,12 months,Maori,115,101
Taranaki,2019-03-31,12 months,NZE,225,211
Taranaki,2019-03-31,12 months,Other,24,20
Taranaki,2019-03-31,12 months,Pacific,11,11
Taranaki,2019-03-31,12 months,Total,406,373
Taranaki,2019-03-31,18 months,Asian,18,17
Taranaki,2019-03-31,18 months,Maori,122,75
Taranaki,2019-03-31,18 months,NZE,179,142
Taranaki,2019-03-31,18 months,Other,23,22
Taranaki,2019-03-31,18 months,Pacific,NA,NA
Taranaki,2019-03-31,18 months,Total,349,260
Taranaki,2019-03-31,24 months,Asian,21,21
Taranaki,2019-03-31,24 months,Maori,112,96
Taranaki,2019-03-31,24 months,NZE,192,169
Taranaki,2019-03-31,24 months,Other,24,20
Taranaki,2019-03-31,24 months,Pacific,NA,NA
Taranaki,2019-03-31,24 months,Total,355,311
Taranaki,2019-03-31,5 years,Asian,16,16
Taranaki,2019-03-31,5 years,Maori,125,101
Taranaki,2019-03-31,5 years,NZE,219,197
Taranaki,2019-03-31,5 years,Other,27,21
Taranaki,2019-03-31,5 years,Pacific,NA,NA
Taranaki,2019-03-31,5 years,Total,392,340
Taranaki,2019-06-30,6 months,Asian,37,34
Taranaki,2019-06-30,6 months,Maori,115,71
Taranaki,2019-06-30,6 months,NZE,243,195
Taranaki,2019-06-30,6 months,Other,15,12
Taranaki,2019-06-30,6 months,Pacific,NA,NA
Taranaki,2019-06-30,6 months,Total,417,316
Taranaki,2019-06-30,8 months,Asian,23,22
Taranaki,2019-06-30,8 months,Maori,137,122
Taranaki,2019-06-30,8 months,NZE,223,205
Taranaki,2019-06-30,8 months,Other,22,18
Taranaki,2019-06-30,8 months,Pacific,NA,NA
Taranaki,2019-06-30,8 months,Total,413,375
Taranaki,2019-06-30,12 months,Asian,26,25
Taranaki,2019-06-30,12 months,Maori,116,102
Taranaki,2019-06-30,12 months,NZE,219,204
Taranaki,2019-06-30,12 months,Other,19,14
Taranaki,2019-06-30,12 months,Pacific,NA,NA
Taranaki,2019-06-30,12 months,Total,386,351
Taranaki,2019-06-30,18 months,Asian,23,22
Taranaki,2019-06-30,18 months,Maori,119,83
Taranaki,2019-06-30,18 months,NZE,211,183
Taranaki,2019-06-30,18 months,Other,18,13
Taranaki,2019-06-30,18 months,Pacific,NA,NA
Taranaki,2019-06-30,18 months,Total,378,305
Taranaki,2019-06-30,24 months,Asian,24,23
Taranaki,2019-06-30,24 months,Maori,108,92
Taranaki,2019-06-30,24 months,NZE,228,207
Taranaki,2019-06-30,24 months,Other,20,18
Taranaki,2019-06-30,24 months,Pacific,NA,NA
Taranaki,2019-06-30,24 months,Total,387,347
Taranaki,2019-06-30,5 years,Asian,28,26
Taranaki,2019-06-30,5 years,Maori,113,96
Taranaki,2019-06-30,5 years,NZE,246,226
Taranaki,2019-06-30,5 years,Other,32,24
Taranaki,2019-06-30,5 years,Pacific,11,NA
Taranaki,2019-06-30,5 years,Total,430,380
Taranaki,2019-09-30,6 months,Asian,27,26
Taranaki,2019-09-30,6 months,Maori,140,85
Taranaki,2019-09-30,6 months,NZE,209,179
Taranaki,2019-09-30,6 months,Other,22,17
Taranaki,2019-09-30,6 months,Pacific,NA,NA
Taranaki,2019-09-30,6 months,Total,404,312
Taranaki,2019-09-30,8 months,Asian,36,35
Taranaki,2019-09-30,8 months,Maori,120,95
Taranaki,2019-09-30,8 months,NZE,214,205
Taranaki,2019-09-30,8 months,Other,18,17
Taranaki,2019-09-30,8 months,Pacific,NA,NA
Taranaki,2019-09-30,8 months,Total,396,359
Taranaki,2019-09-30,12 months,Asian,14,14
Taranaki,2019-09-30,12 months,Maori,147,134
Taranaki,2019-09-30,12 months,NZE,213,196
Taranaki,2019-09-30,12 months,Other,30,25
Taranaki,2019-09-30,12 months,Pacific,NA,NA
Taranaki,2019-09-30,12 months,Total,412,377
Taranaki,2019-09-30,18 months,Asian,35,33
Taranaki,2019-09-30,18 months,Maori,114,79
Taranaki,2019-09-30,18 months,NZE,230,201
Taranaki,2019-09-30,18 months,Other,25,20
Taranaki,2019-09-30,18 months,Pacific,10,NA
Taranaki,2019-09-30,18 months,Total,414,342
Taranaki,2019-09-30,24 months,Asian,19,19
Taranaki,2019-09-30,24 months,Maori,116,93
Taranaki,2019-09-30,24 months,NZE,184,158
Taranaki,2019-09-30,24 months,Other,24,22
Taranaki,2019-09-30,24 months,Pacific,NA,NA
Taranaki,2019-09-30,24 months,Total,350,299
Taranaki,2019-09-30,5 years,Asian,37,33
Taranaki,2019-09-30,5 years,Maori,139,122
Taranaki,2019-09-30,5 years,NZE,236,209
Taranaki,2019-09-30,5 years,Other,27,20
Taranaki,2019-09-30,5 years,Pacific,NA,NA
Taranaki,2019-09-30,5 years,Total,445,390
Taranaki,2019-12-31,6 months,Asian,29,23
Taranaki,2019-12-31,6 months,Maori,136,85
Taranaki,2019-12-31,6 months,NZE,230,201
Taranaki,2019-12-31,6 months,Other,27,23
Taranaki,2019-12-31,6 months,Pacific,NA,NA
Taranaki,2019-12-31,6 months,Total,426,334
Taranaki,2019-12-31,8 months,Asian,24,23
Taranaki,2019-12-31,8 months,Maori,137,111
Taranaki,2019-12-31,8 months,NZE,231,218
Taranaki,2019-12-31,8 months,Other,21,16
Taranaki,2019-12-31,8 months,Pacific,NA,NA
Taranaki,2019-12-31,8 months,Total,417,372
Taranaki,2019-12-31,12 months,Asian,36,35
Taranaki,2019-12-31,12 months,Maori,118,105
Taranaki,2019-12-31,12 months,NZE,243,230
Taranaki,2019-12-31,12 months,Other,16,14
Taranaki,2019-12-31,12 months,Pacific,NA,NA
Taranaki,2019-12-31,12 months,Total,421,391
Taranaki,2019-12-31,18 months,Asian,27,23
Taranaki,2019-12-31,18 months,Maori,118,89
Taranaki,2019-12-31,18 months,NZE,222,203
Taranaki,2019-12-31,18 months,Other,21,17
Taranaki,2019-12-31,18 months,Pacific,NA,NA
Taranaki,2019-12-31,18 months,Total,395,339
Taranaki,2019-12-31,24 months,Asian,25,24
Taranaki,2019-12-31,24 months,Maori,119,104
Taranaki,2019-12-31,24 months,NZE,213,195
Taranaki,2019-12-31,24 months,Other,19,15
Taranaki,2019-12-31,24 months,Pacific,NA,NA
Taranaki,2019-12-31,24 months,Total,382,342
Taranaki,2019-12-31,5 years,Asian,32,29
Taranaki,2019-12-31,5 years,Maori,132,116
Taranaki,2019-12-31,5 years,NZE,251,221
Taranaki,2019-12-31,5 years,Other,19,16
Taranaki,2019-12-31,5 years,Pacific,NA,NA
Taranaki,2019-12-31,5 years,Total,443,391
Taranaki,2020-03-31,6 months,Asian,15,14
Taranaki,2020-03-31,6 months,Maori,126,76
Taranaki,2020-03-31,6 months,NZE,192,155
Taranaki,2020-03-31,6 months,Other,20,12
Taranaki,2020-03-31,6 months,Pacific,NA,NA
Taranaki,2020-03-31,6 months,Total,358,261
Taranaki,2020-03-31,8 months,Asian,24,23
Taranaki,2020-03-31,8 months,Maori,133,101
Taranaki,2020-03-31,8 months,NZE,218,202
Taranaki,2020-03-31,8 months,Other,31,26
Taranaki,2020-03-31,8 months,Pacific,NA,NA
Taranaki,2020-03-31,8 months,Total,410,355
Taranaki,2020-03-31,12 months,Asian,26,26
Taranaki,2020-03-31,12 months,Maori,137,122
Taranaki,2020-03-31,12 months,NZE,208,196
Taranaki,2020-03-31,12 months,Other,24,20
Taranaki,2020-03-31,12 months,Pacific,NA,NA
Taranaki,2020-03-31,12 months,Total,400,369
Taranaki,2020-03-31,18 months,Asian,17,17
Taranaki,2020-03-31,18 months,Maori,146,118
Taranaki,2020-03-31,18 months,NZE,217,190
Taranaki,2020-03-31,18 months,Other,34,30
Taranaki,2020-03-31,18 months,Pacific,NA,NA
Taranaki,2020-03-31,18 months,Total,421,361
Taranaki,2020-03-31,24 months,Asian,35,34
Taranaki,2020-03-31,24 months,Maori,111,92
Taranaki,2020-03-31,24 months,NZE,231,211
Taranaki,2020-03-31,24 months,Other,25,22
Taranaki,2020-03-31,24 months,Pacific,10,NA
Taranaki,2020-03-31,24 months,Total,412,368
Taranaki,2020-03-31,5 years,Asian,33,30
Taranaki,2020-03-31,5 years,Maori,128,112
Taranaki,2020-03-31,5 years,NZE,255,235
Taranaki,2020-03-31,5 years,Other,31,20
Taranaki,2020-03-31,5 years,Pacific,11,NA
Taranaki,2020-03-31,5 years,Total,458,406
Taranaki,2020-06-30,6 months,Asian,32,27
Taranaki,2020-06-30,6 months,Maori,122,59
Taranaki,2020-06-30,6 months,NZE,182,141
Taranaki,2020-06-30,6 months,Other,13,NA
Taranaki,2020-06-30,6 months,Pacific,NA,NA
Taranaki,2020-06-30,6 months,Total,357,237
Taranaki,2020-06-30,8 months,Asian,22,18
Taranaki,2020-06-30,8 months,Maori,107,83
Taranaki,2020-06-30,8 months,NZE,194,169
Taranaki,2020-06-30,8 months,Other,19,14
Taranaki,2020-06-30,8 months,Pacific,NA,NA
Taranaki,2020-06-30,8 months,Total,349,290
Taranaki,2020-06-30,12 months,Asian,30,30
Taranaki,2020-06-30,12 months,Maori,130,109
Taranaki,2020-06-30,12 months,NZE,231,219
Taranaki,2020-06-30,12 months,Other,23,23
Taranaki,2020-06-30,12 months,Pacific,NA,NA
Taranaki,2020-06-30,12 months,Total,417,383
Taranaki,2020-06-30,18 months,Asian,35,31
Taranaki,2020-06-30,18 months,Maori,121,75
Taranaki,2020-06-30,18 months,NZE,242,206
Taranaki,2020-06-30,18 months,Other,23,20
Taranaki,2020-06-30,18 months,Pacific,NA,NA
Taranaki,2020-06-30,18 months,Total,430,340
Taranaki,2020-06-30,24 months,Asian,28,24
Taranaki,2020-06-30,24 months,Maori,121,100
Taranaki,2020-06-30,24 months,NZE,225,210
Taranaki,2020-06-30,24 months,Other,21,15
Taranaki,2020-06-30,24 months,Pacific,NA,NA
Taranaki,2020-06-30,24 months,Total,403,356
Taranaki,2020-06-30,5 years,Asian,24,19
Taranaki,2020-06-30,5 years,Maori,101,83
Taranaki,2020-06-30,5 years,NZE,241,225
Taranaki,2020-06-30,5 years,Other,28,22
Taranaki,2020-06-30,5 years,Pacific,NA,NA
Taranaki,2020-06-30,5 years,Total,402,356
Waikato,2009-07-01,6 months,Asian,103,81
Waikato,2009-07-01,6 months,Maori,496,182
Waikato,2009-07-01,6 months,NZE,666,389
Waikato,2009-07-01,6 months,Other,136,86
Waikato,2009-07-01,6 months,Pacific,47,24
Waikato,2009-07-01,6 months,Total,1448,762
Waikato,2009-07-01,12 months,Asian,88,80
Waikato,2009-07-01,12 months,Maori,491,346
Waikato,2009-07-01,12 months,NZE,626,530
Waikato,2009-07-01,12 months,Other,154,121
Waikato,2009-07-01,12 months,Pacific,42,34
Waikato,2009-07-01,12 months,Total,1401,1111
Waikato,2009-07-01,18 months,Asian,93,82
Waikato,2009-07-01,18 months,Maori,518,272
Waikato,2009-07-01,18 months,NZE,696,493
Waikato,2009-07-01,18 months,Other,147,92
Waikato,2009-07-01,18 months,Pacific,39,31
Waikato,2009-07-01,18 months,Total,1493,970
Waikato,2009-07-01,24 months,Asian,72,63
Waikato,2009-07-01,24 months,Maori,554,384
Waikato,2009-07-01,24 months,NZE,685,556
Waikato,2009-07-01,24 months,Other,140,100
Waikato,2009-07-01,24 months,Pacific,46,36
Waikato,2009-07-01,24 months,Total,1497,1139
Waikato,2010-01-01,6 months,Asian,83,69
Waikato,2010-01-01,6 months,Maori,509,239
Waikato,2010-01-01,6 months,NZE,656,418
Waikato,2010-01-01,6 months,Other,122,85
Waikato,2010-01-01,6 months,Pacific,58,39
Waikato,2010-01-01,6 months,Total,1428,850
Waikato,2010-01-01,12 months,Asian,106,92
Waikato,2010-01-01,12 months,Maori,512,363
Waikato,2010-01-01,12 months,NZE,678,578
Waikato,2010-01-01,12 months,Other,139,114
Waikato,2010-01-01,12 months,Pacific,45,37
Waikato,2010-01-01,12 months,Total,1480,1184
Waikato,2010-01-01,18 months,Asian,93,79
Waikato,2010-01-01,18 months,Maori,506,322
Waikato,2010-01-01,18 months,NZE,628,481
Waikato,2010-01-01,18 months,Other,163,119
Waikato,2010-01-01,18 months,Pacific,42,29
Waikato,2010-01-01,18 months,Total,1432,1030
Waikato,2010-01-01,24 months,Asian,95,89
Waikato,2010-01-01,24 months,Maori,517,384
Waikato,2010-01-01,24 months,NZE,677,558
Waikato,2010-01-01,24 months,Other,148,117
Waikato,2010-01-01,24 months,Pacific,43,37
Waikato,2010-01-01,24 months,Total,1480,1185
Waikato,2010-04-01,6 months,Asian,92,68
Waikato,2010-04-01,6 months,Maori,520,247
Waikato,2010-04-01,6 months,NZE,633,392
Waikato,2010-04-01,6 months,Other,125,74
Waikato,2010-04-01,6 months,Pacific,58,34
Waikato,2010-04-01,6 months,Total,1428,815
Waikato,2010-04-01,12 months,Asian,70,65
Waikato,2010-04-01,12 months,Maori,505,375
Waikato,2010-04-01,12 months,NZE,633,544
Waikato,2010-04-01,12 months,Other,120,97
Waikato,2010-04-01,12 months,Pacific,58,52
Waikato,2010-04-01,12 months,Total,1386,1133
Waikato,2010-04-01,18 months,Asian,80,65
Waikato,2010-04-01,18 months,Maori,553,322
Waikato,2010-04-01,18 months,NZE,689,494
Waikato,2010-04-01,18 months,Other,152,102
Waikato,2010-04-01,18 months,Pacific,69,54
Waikato,2010-04-01,18 months,Total,1543,1037
Waikato,2010-04-01,24 months,Asian,71,70
Waikato,2010-04-01,24 months,Maori,537,432
Waikato,2010-04-01,24 months,NZE,673,577
Waikato,2010-04-01,24 months,Other,163,130
Waikato,2010-04-01,24 months,Pacific,54,48
Waikato,2010-04-01,24 months,Total,1498,1257
Waikato,2010-07-01,6 months,Asian,85,65
Waikato,2010-07-01,6 months,Maori,513,224
Waikato,2010-07-01,6 months,NZE,642,357
Waikato,2010-07-01,6 months,Other,120,80
Waikato,2010-07-01,6 months,Pacific,52,36
Waikato,2010-07-01,6 months,Total,1412,762
Waikato,2010-07-01,12 months,Asian,81,76
Waikato,2010-07-01,12 months,Maori,510,394
Waikato,2010-07-01,12 months,NZE,648,554
Waikato,2010-07-01,12 months,Other,127,111
Waikato,2010-07-01,12 months,Pacific,60,54
Waikato,2010-07-01,12 months,Total,1426,1189
Waikato,2010-07-01,18 months,Asian,101,85
Waikato,2010-07-01,18 months,Maori,516,305
Waikato,2010-07-01,18 months,NZE,668,482
Waikato,2010-07-01,18 months,Other,146,100
Waikato,2010-07-01,18 months,Pacific,45,27
Waikato,2010-07-01,18 months,Total,1476,999
Waikato,2010-07-01,24 months,Asian,91,86
Waikato,2010-07-01,24 months,Maori,513,433
Waikato,2010-07-01,24 months,NZE,629,544
Waikato,2010-07-01,24 months,Other,160,130
Waikato,2010-07-01,24 months,Pacific,42,39
Waikato,2010-07-01,24 months,Total,1435,1232
Waikato,2010-07-01,5 years,Asian,0,0
Waikato,2010-07-01,5 years,Maori,NA,NA
Waikato,2010-07-01,5 years,NZE,NA,NA
Waikato,2010-07-01,5 years,Other,NA,NA
Waikato,2010-07-01,5 years,Pacific,0,0
Waikato,2010-07-01,5 years,Total,16,NA
Waikato,2010-10-01,6 months,Asian,84,63
Waikato,2010-10-01,6 months,Maori,497,239
Waikato,2010-10-01,6 months,NZE,656,432
Waikato,2010-10-01,6 months,Other,150,98
Waikato,2010-10-01,6 months,Pacific,52,43
Waikato,2010-10-01,6 months,Total,1439,875
Waikato,2010-10-01,12 months,Asian,94,91
Waikato,2010-10-01,12 months,Maori,527,414
Waikato,2010-10-01,12 months,NZE,633,541
Waikato,2010-10-01,12 months,Other,127,106
Waikato,2010-10-01,12 months,Pacific,57,48
Waikato,2010-10-01,12 months,Total,1438,1200
Waikato,2010-10-01,18 months,Asian,67,58
Waikato,2010-10-01,18 months,Maori,503,312
Waikato,2010-10-01,18 months,NZE,634,490
Waikato,2010-10-01,18 months,Other,122,92
Waikato,2010-10-01,18 months,Pacific,65,51
Waikato,2010-10-01,18 months,Total,1391,1003
Waikato,2010-10-01,24 months,Asian,78,73
Waikato,2010-10-01,24 months,Maori,538,468
Waikato,2010-10-01,24 months,NZE,683,585
Waikato,2010-10-01,24 months,Other,152,122
Waikato,2010-10-01,24 months,Pacific,67,62
Waikato,2010-10-01,24 months,Total,1518,1310
Waikato,2010-10-01,5 years,Asian,76,59
Waikato,2010-10-01,5 years,Maori,479,298
Waikato,2010-10-01,5 years,NZE,482,354
Waikato,2010-10-01,5 years,Other,273,179
Waikato,2010-10-01,5 years,Pacific,50,31
Waikato,2010-10-01,5 years,Total,1360,921
Waikato,2011-01-01,6 months,Asian,107,80
Waikato,2011-01-01,6 months,Maori,489,242
Waikato,2011-01-01,6 months,NZE,642,415
Waikato,2011-01-01,6 months,Other,127,89
Waikato,2011-01-01,6 months,Pacific,55,32
Waikato,2011-01-01,6 months,Total,1420,858
Waikato,2011-01-01,12 months,Asian,87,83
Waikato,2011-01-01,12 months,Maori,521,410
Waikato,2011-01-01,12 months,NZE,634,554
Waikato,2011-01-01,12 months,Other,116,103
Waikato,2011-01-01,12 months,Pacific,54,49
Waikato,2011-01-01,12 months,Total,1412,1199
Waikato,2011-01-01,18 months,Asian,78,68
Waikato,2011-01-01,18 months,Maori,514,341
Waikato,2011-01-01,18 months,NZE,645,483
Waikato,2011-01-01,18 months,Other,139,99
Waikato,2011-01-01,18 months,Pacific,64,53
Waikato,2011-01-01,18 months,Total,1440,1044
Waikato,2011-01-01,24 months,Asian,99,94
Waikato,2011-01-01,24 months,Maori,512,447
Waikato,2011-01-01,24 months,NZE,668,587
Waikato,2011-01-01,24 months,Other,146,124
Waikato,2011-01-01,24 months,Pacific,42,38
Waikato,2011-01-01,24 months,Total,1467,1290
Waikato,2011-01-01,5 years,Asian,69,46
Waikato,2011-01-01,5 years,Maori,479,331
Waikato,2011-01-01,5 years,NZE,626,484
Waikato,2011-01-01,5 years,Other,193,116
Waikato,2011-01-01,5 years,Pacific,47,35
Waikato,2011-01-01,5 years,Total,1414,1012
Waikato,2011-04-01,6 months,Asian,97,77
Waikato,2011-04-01,6 months,Maori,495,226
Waikato,2011-04-01,6 months,NZE,638,411
Waikato,2011-04-01,6 months,Other,138,81
Waikato,2011-04-01,6 months,Pacific,56,28
Waikato,2011-04-01,6 months,Total,1424,823
Waikato,2011-04-01,12 months,Asian,88,77
Waikato,2011-04-01,12 months,Maori,500,393
Waikato,2011-04-01,12 months,NZE,644,557
Waikato,2011-04-01,12 months,Other,150,122
Waikato,2011-04-01,12 months,Pacific,54,50
Waikato,2011-04-01,12 months,Total,1436,1199
Waikato,2011-04-01,18 months,Asian,93,84
Waikato,2011-04-01,18 months,Maori,537,344
Waikato,2011-04-01,18 months,NZE,618,463
Waikato,2011-04-01,18 months,Other,131,87
Waikato,2011-04-01,18 months,Pacific,56,41
Waikato,2011-04-01,18 months,Total,1435,1019
Waikato,2011-04-01,24 months,Asian,71,68
Waikato,2011-04-01,24 months,Maori,503,454
Waikato,2011-04-01,24 months,NZE,623,562
Waikato,2011-04-01,24 months,Other,123,110
Waikato,2011-04-01,24 months,Pacific,65,61
Waikato,2011-04-01,24 months,Total,1385,1255
Waikato,2011-04-01,5 years,Asian,89,61
Waikato,2011-04-01,5 years,Maori,470,328
Waikato,2011-04-01,5 years,NZE,597,477
Waikato,2011-04-01,5 years,Other,188,119
Waikato,2011-04-01,5 years,Pacific,56,39
Waikato,2011-04-01,5 years,Total,1400,1024
Waikato,2011-07-01,6 months,Asian,113,89
Waikato,2011-07-01,6 months,Maori,539,264
Waikato,2011-07-01,6 months,NZE,624,392
Waikato,2011-07-01,6 months,Other,144,101
Waikato,2011-07-01,6 months,Pacific,59,38
Waikato,2011-07-01,6 months,Total,1479,884
Waikato,2011-07-01,12 months,Asian,104,99
Waikato,2011-07-01,12 months,Maori,500,395
Waikato,2011-07-01,12 months,NZE,638,547
Waikato,2011-07-01,12 months,Other,133,110
Waikato,2011-07-01,12 months,Pacific,53,44
Waikato,2011-07-01,12 months,Total,1428,1195
Waikato,2011-07-01,18 months,Asian,90,78
Waikato,2011-07-01,18 months,Maori,522,333
Waikato,2011-07-01,18 months,NZE,640,476
Waikato,2011-07-01,18 months,Other,125,100
Waikato,2011-07-01,18 months,Pacific,55,40
Waikato,2011-07-01,18 months,Total,1432,1027
Waikato,2011-07-01,24 months,Asian,77,74
Waikato,2011-07-01,24 months,Maori,509,457
Waikato,2011-07-01,24 months,NZE,636,581
Waikato,2011-07-01,24 months,Other,138,117
Waikato,2011-07-01,24 months,Pacific,62,59
Waikato,2011-07-01,24 months,Total,1422,1288
Waikato,2011-07-01,5 years,Asian,90,61
Waikato,2011-07-01,5 years,Maori,497,336
Waikato,2011-07-01,5 years,NZE,583,429
Waikato,2011-07-01,5 years,Other,153,105
Waikato,2011-07-01,5 years,Pacific,33,22
Waikato,2011-07-01,5 years,Total,1356,953
Waikato,2011-10-01,6 months,Asian,93,77
Waikato,2011-10-01,6 months,Maori,503,242
Waikato,2011-10-01,6 months,NZE,643,422
Waikato,2011-10-01,6 months,Other,124,79
Waikato,2011-10-01,6 months,Pacific,72,48
Waikato,2011-10-01,6 months,Total,1435,868
Waikato,2011-10-01,12 months,Asian,99,94
Waikato,2011-10-01,12 months,Maori,501,395
Waikato,2011-10-01,12 months,NZE,642,579
Waikato,2011-10-01,12 months,Other,137,111
Waikato,2011-10-01,12 months,Pacific,57,52
Waikato,2011-10-01,12 months,Total,1436,1231
Waikato,2011-10-01,18 months,Asian,91,83
Waikato,2011-10-01,18 months,Maori,487,344
Waikato,2011-10-01,18 months,NZE,636,519
Waikato,2011-10-01,18 months,Other,156,119
Waikato,2011-10-01,18 months,Pacific,57,51
Waikato,2011-10-01,18 months,Total,1427,1116
Waikato,2011-10-01,24 months,Asian,92,90
Waikato,2011-10-01,24 months,Maori,536,488
Waikato,2011-10-01,24 months,NZE,616,542
Waikato,2011-10-01,24 months,Other,124,108
Waikato,2011-10-01,24 months,Pacific,56,52
Waikato,2011-10-01,24 months,Total,1424,1280
Waikato,2011-10-01,5 years,Asian,73,53
Waikato,2011-10-01,5 years,Maori,535,378
Waikato,2011-10-01,5 years,NZE,603,475
Waikato,2011-10-01,5 years,Other,144,91
Waikato,2011-10-01,5 years,Pacific,50,37
Waikato,2011-10-01,5 years,Total,1405,1034
Waikato,2011-12-31,6 months,Asian,100,80
Waikato,2011-12-31,6 months,Maori,519,256
Waikato,2011-12-31,6 months,NZE,541,386
Waikato,2011-12-31,6 months,Other,138,94
Waikato,2011-12-31,6 months,Pacific,49,34
Waikato,2011-12-31,6 months,Total,1347,850
Waikato,2011-12-31,12 months,Asian,117,109
Waikato,2011-12-31,12 months,Maori,556,459
Waikato,2011-12-31,12 months,NZE,610,519
Waikato,2011-12-31,12 months,Other,144,125
Waikato,2011-12-31,12 months,Pacific,59,55
Waikato,2011-12-31,12 months,Total,1486,1267
Waikato,2011-12-31,18 months,Asian,93,84
Waikato,2011-12-31,18 months,Maori,494,364
