DHB,Date,Age,Ethnicity,Eligible,Immunised
Hutt Valley,2014-03-31,5 years,Other,67,50
Hutt Valley,2014-03-31,5 years,Pacific,59,51
Hutt Valley,2014-03-31,5 years,Total,558,439
Hutt Valley,2014-06-30,6 months,Asian,50,43
Hutt Valley,2014-06-30,6 months,Maori,161,117
Hutt Valley,2014-06-30,6 months,NZE,187,159
Hutt Valley,2014-06-30,6 months,Other,50,38
Hutt Valley,2014-06-30,6 months,Pacific,50,40
Hutt Valley,2014-06-30,6 months,Total,498,397
Hutt Valley,2014-06-30,8 months,Asian,65,62
Hutt Valley,2014-06-30,8 months,Maori,149,133
Hutt Valley,2014-06-30,8 months,NZE,182,176
Hutt Valley,2014-06-30,8 months,Other,45,40
Hutt Valley,2014-06-30,8 months,Pacific,66,62
Hutt Valley,2014-06-30,8 months,Total,507,473
Hutt Valley,2014-06-30,12 months,Asian,60,58
Hutt Valley,2014-06-30,12 months,Maori,132,124
Hutt Valley,2014-06-30,12 months,NZE,188,179
Hutt Valley,2014-06-30,12 months,Other,47,45
Hutt Valley,2014-06-30,12 months,Pacific,57,55
Hutt Valley,2014-06-30,12 months,Total,484,461
Hutt Valley,2014-06-30,18 months,Asian,77,73
Hutt Valley,2014-06-30,18 months,Maori,123,107
Hutt Valley,2014-06-30,18 months,NZE,179,169
Hutt Valley,2014-06-30,18 months,Other,61,52
Hutt Valley,2014-06-30,18 months,Pacific,42,35
Hutt Valley,2014-06-30,18 months,Total,482,436
Hutt Valley,2014-06-30,24 months,Asian,74,72
Hutt Valley,2014-06-30,24 months,Maori,147,135
Hutt Valley,2014-06-30,24 months,NZE,210,202
Hutt Valley,2014-06-30,24 months,Other,44,41
Hutt Valley,2014-06-30,24 months,Pacific,53,52
Hutt Valley,2014-06-30,24 months,Total,528,502
Hutt Valley,2014-06-30,5 years,Asian,45,38
Hutt Valley,2014-06-30,5 years,Maori,138,113
Hutt Valley,2014-06-30,5 years,NZE,211,188
Hutt Valley,2014-06-30,5 years,Other,75,60
Hutt Valley,2014-06-30,5 years,Pacific,55,45
Hutt Valley,2014-06-30,5 years,Total,524,444
Hutt Valley,2014-09-30,6 months,Asian,58,52
Hutt Valley,2014-09-30,6 months,Maori,134,99
Hutt Valley,2014-09-30,6 months,NZE,194,169
Hutt Valley,2014-09-30,6 months,Other,38,32
Hutt Valley,2014-09-30,6 months,Pacific,46,38
Hutt Valley,2014-09-30,6 months,Total,470,390
Hutt Valley,2014-09-30,8 months,Asian,43,42
Hutt Valley,2014-09-30,8 months,Maori,148,133
Hutt Valley,2014-09-30,8 months,NZE,187,178
Hutt Valley,2014-09-30,8 months,Other,43,37
Hutt Valley,2014-09-30,8 months,Pacific,48,46
Hutt Valley,2014-09-30,8 months,Total,469,436
Hutt Valley,2014-09-30,12 months,Asian,58,55
Hutt Valley,2014-09-30,12 months,Maori,141,135
Hutt Valley,2014-09-30,12 months,NZE,184,172
Hutt Valley,2014-09-30,12 months,Other,44,41
Hutt Valley,2014-09-30,12 months,Pacific,62,59
Hutt Valley,2014-09-30,12 months,Total,489,462
Hutt Valley,2014-09-30,18 months,Asian,57,54
Hutt Valley,2014-09-30,18 months,Maori,144,128
Hutt Valley,2014-09-30,18 months,NZE,169,157
Hutt Valley,2014-09-30,18 months,Other,55,50
Hutt Valley,2014-09-30,18 months,Pacific,44,41
Hutt Valley,2014-09-30,18 months,Total,469,430
Hutt Valley,2014-09-30,24 months,Asian,71,67
Hutt Valley,2014-09-30,24 months,Maori,150,137
Hutt Valley,2014-09-30,24 months,NZE,186,179
Hutt Valley,2014-09-30,24 months,Other,54,49
Hutt Valley,2014-09-30,24 months,Pacific,65,62
Hutt Valley,2014-09-30,24 months,Total,526,494
Hutt Valley,2014-09-30,5 years,Asian,73,64
Hutt Valley,2014-09-30,5 years,Maori,147,124
Hutt Valley,2014-09-30,5 years,NZE,210,194
Hutt Valley,2014-09-30,5 years,Other,74,62
Hutt Valley,2014-09-30,5 years,Pacific,68,61
Hutt Valley,2014-09-30,5 years,Total,572,505
Hutt Valley,2014-12-31,6 months,Asian,69,64
Hutt Valley,2014-12-31,6 months,Maori,125,89
Hutt Valley,2014-12-31,6 months,NZE,190,178
Hutt Valley,2014-12-31,6 months,Other,40,32
Hutt Valley,2014-12-31,6 months,Pacific,42,35
Hutt Valley,2014-12-31,6 months,Total,466,398
Hutt Valley,2014-12-31,8 months,Asian,67,66
Hutt Valley,2014-12-31,8 months,Maori,133,122
Hutt Valley,2014-12-31,8 months,NZE,192,187
Hutt Valley,2014-12-31,8 months,Other,40,38
Hutt Valley,2014-12-31,8 months,Pacific,48,46
Hutt Valley,2014-12-31,8 months,Total,480,459
Hutt Valley,2014-12-31,12 months,Asian,52,51
Hutt Valley,2014-12-31,12 months,Maori,159,147
Hutt Valley,2014-12-31,12 months,NZE,188,184
Hutt Valley,2014-12-31,12 months,Other,51,44
Hutt Valley,2014-12-31,12 months,Pacific,50,50
Hutt Valley,2014-12-31,12 months,Total,500,476
Hutt Valley,2014-12-31,18 months,Asian,69,62
Hutt Valley,2014-12-31,18 months,Maori,132,119
Hutt Valley,2014-12-31,18 months,NZE,185,173
Hutt Valley,2014-12-31,18 months,Other,47,44
Hutt Valley,2014-12-31,18 months,Pacific,55,47
Hutt Valley,2014-12-31,18 months,Total,488,445
Hutt Valley,2014-12-31,24 months,Asian,77,77
Hutt Valley,2014-12-31,24 months,Maori,126,121
Hutt Valley,2014-12-31,24 months,NZE,182,174
Hutt Valley,2014-12-31,24 months,Other,62,54
Hutt Valley,2014-12-31,24 months,Pacific,42,41
Hutt Valley,2014-12-31,24 months,Total,489,467
Hutt Valley,2014-12-31,5 years,Asian,61,55
Hutt Valley,2014-12-31,5 years,Maori,148,133
Hutt Valley,2014-12-31,5 years,NZE,223,203
Hutt Valley,2014-12-31,5 years,Other,68,53
Hutt Valley,2014-12-31,5 years,Pacific,67,59
Hutt Valley,2014-12-31,5 years,Total,567,503
Hutt Valley,2015-03-31,6 months,Asian,53,45
Hutt Valley,2015-03-31,6 months,Maori,131,105
Hutt Valley,2015-03-31,6 months,NZE,163,142
Hutt Valley,2015-03-31,6 months,Other,48,42
Hutt Valley,2015-03-31,6 months,Pacific,43,37
Hutt Valley,2015-03-31,6 months,Total,438,371
Hutt Valley,2015-03-31,8 months,Asian,65,62
Hutt Valley,2015-03-31,8 months,Maori,117,108
Hutt Valley,2015-03-31,8 months,NZE,179,174
Hutt Valley,2015-03-31,8 months,Other,49,44
Hutt Valley,2015-03-31,8 months,Pacific,32,31
Hutt Valley,2015-03-31,8 months,Total,442,419
Hutt Valley,2015-03-31,12 months,Asian,60,59
Hutt Valley,2015-03-31,12 months,Maori,133,125
Hutt Valley,2015-03-31,12 months,NZE,194,190
Hutt Valley,2015-03-31,12 months,Other,40,39
Hutt Valley,2015-03-31,12 months,Pacific,46,45
Hutt Valley,2015-03-31,12 months,Total,473,458
Hutt Valley,2015-03-31,18 months,Asian,61,60
Hutt Valley,2015-03-31,18 months,Maori,144,131
Hutt Valley,2015-03-31,18 months,NZE,185,167
Hutt Valley,2015-03-31,18 months,Other,42,38
Hutt Valley,2015-03-31,18 months,Pacific,56,52
Hutt Valley,2015-03-31,18 months,Total,488,448
Hutt Valley,2015-03-31,24 months,Asian,58,57
Hutt Valley,2015-03-31,24 months,Maori,147,141
Hutt Valley,2015-03-31,24 months,NZE,169,159
Hutt Valley,2015-03-31,24 months,Other,59,54
Hutt Valley,2015-03-31,24 months,Pacific,43,43
Hutt Valley,2015-03-31,24 months,Total,476,454
Hutt Valley,2015-03-31,5 years,Asian,58,53
Hutt Valley,2015-03-31,5 years,Maori,151,132
Hutt Valley,2015-03-31,5 years,NZE,219,197
Hutt Valley,2015-03-31,5 years,Other,74,57
Hutt Valley,2015-03-31,5 years,Pacific,56,54
Hutt Valley,2015-03-31,5 years,Total,558,493
Hutt Valley,2015-06-30,6 months,Asian,82,76
Hutt Valley,2015-06-30,6 months,Maori,122,84
Hutt Valley,2015-06-30,6 months,NZE,204,185
Hutt Valley,2015-06-30,6 months,Other,41,33
Hutt Valley,2015-06-30,6 months,Pacific,45,40
Hutt Valley,2015-06-30,6 months,Total,494,418
Hutt Valley,2015-06-30,8 months,Asian,60,58
Hutt Valley,2015-06-30,8 months,Maori,133,122
Hutt Valley,2015-06-30,8 months,NZE,179,175
Hutt Valley,2015-06-30,8 months,Other,39,35
Hutt Valley,2015-06-30,8 months,Pacific,50,47
Hutt Valley,2015-06-30,8 months,Total,461,437
Hutt Valley,2015-06-30,12 months,Asian,71,70
Hutt Valley,2015-06-30,12 months,Maori,125,117
Hutt Valley,2015-06-30,12 months,NZE,191,190
Hutt Valley,2015-06-30,12 months,Other,40,35
Hutt Valley,2015-06-30,12 months,Pacific,40,39
Hutt Valley,2015-06-30,12 months,Total,467,451
Hutt Valley,2015-06-30,18 months,Asian,59,55
Hutt Valley,2015-06-30,18 months,Maori,141,124
Hutt Valley,2015-06-30,18 months,NZE,188,175
Hutt Valley,2015-06-30,18 months,Other,52,43
Hutt Valley,2015-06-30,18 months,Pacific,49,45
Hutt Valley,2015-06-30,18 months,Total,489,442
Hutt Valley,2015-06-30,24 months,Asian,70,64
Hutt Valley,2015-06-30,24 months,Maori,133,129
Hutt Valley,2015-06-30,24 months,NZE,187,180
Hutt Valley,2015-06-30,24 months,Other,47,44
Hutt Valley,2015-06-30,24 months,Pacific,56,52
Hutt Valley,2015-06-30,24 months,Total,493,469
Hutt Valley,2015-06-30,5 years,Asian,62,55
Hutt Valley,2015-06-30,5 years,Maori,145,130
Hutt Valley,2015-06-30,5 years,NZE,198,181
Hutt Valley,2015-06-30,5 years,Other,77,64
Hutt Valley,2015-06-30,5 years,Pacific,85,69
Hutt Valley,2015-06-30,5 years,Total,567,499
Hutt Valley,2015-09-30,6 months,Asian,66,60
Hutt Valley,2015-09-30,6 months,Maori,145,115
Hutt Valley,2015-09-30,6 months,NZE,178,157
Hutt Valley,2015-09-30,6 months,Other,47,40
Hutt Valley,2015-09-30,6 months,Pacific,53,38
Hutt Valley,2015-09-30,6 months,Total,489,410
Hutt Valley,2015-09-30,8 months,Asian,82,80
Hutt Valley,2015-09-30,8 months,Maori,131,117
Hutt Valley,2015-09-30,8 months,NZE,209,201
Hutt Valley,2015-09-30,8 months,Other,42,39
Hutt Valley,2015-09-30,8 months,Pacific,38,37
Hutt Valley,2015-09-30,8 months,Total,502,474
Hutt Valley,2015-09-30,12 months,Asian,53,51
Hutt Valley,2015-09-30,12 months,Maori,127,122
Hutt Valley,2015-09-30,12 months,NZE,165,159
Hutt Valley,2015-09-30,12 months,Other,54,50
Hutt Valley,2015-09-30,12 months,Pacific,43,41
Hutt Valley,2015-09-30,12 months,Total,442,423
Hutt Valley,2015-09-30,18 months,Asian,66,63
Hutt Valley,2015-09-30,18 months,Maori,131,111
Hutt Valley,2015-09-30,18 months,NZE,192,182
Hutt Valley,2015-09-30,18 months,Other,41,37
Hutt Valley,2015-09-30,18 months,Pacific,42,34
Hutt Valley,2015-09-30,18 months,Total,472,427
Hutt Valley,2015-09-30,24 months,Asian,64,62
Hutt Valley,2015-09-30,24 months,Maori,143,137
Hutt Valley,2015-09-30,24 months,NZE,188,178
Hutt Valley,2015-09-30,24 months,Other,42,38
Hutt Valley,2015-09-30,24 months,Pacific,57,55
Hutt Valley,2015-09-30,24 months,Total,494,470
Hutt Valley,2015-09-30,5 years,Asian,52,46
Hutt Valley,2015-09-30,5 years,Maori,139,121
Hutt Valley,2015-09-30,5 years,NZE,180,163
Hutt Valley,2015-09-30,5 years,Other,92,79
Hutt Valley,2015-09-30,5 years,Pacific,63,58
Hutt Valley,2015-09-30,5 years,Total,526,467
Hutt Valley,2015-12-31,6 months,Asian,50,48
Hutt Valley,2015-12-31,6 months,Maori,134,105
Hutt Valley,2015-12-31,6 months,NZE,188,174
Hutt Valley,2015-12-31,6 months,Other,39,31
Hutt Valley,2015-12-31,6 months,Pacific,38,31
Hutt Valley,2015-12-31,6 months,Total,449,389
Hutt Valley,2015-12-31,8 months,Asian,51,51
Hutt Valley,2015-12-31,8 months,Maori,150,136
Hutt Valley,2015-12-31,8 months,NZE,155,150
Hutt Valley,2015-12-31,8 months,Other,50,42
Hutt Valley,2015-12-31,8 months,Pacific,55,52
Hutt Valley,2015-12-31,8 months,Total,461,431
Hutt Valley,2015-12-31,12 months,Asian,86,84
Hutt Valley,2015-12-31,12 months,Maori,125,114
Hutt Valley,2015-12-31,12 months,NZE,210,207
Hutt Valley,2015-12-31,12 months,Other,43,38
Hutt Valley,2015-12-31,12 months,Pacific,46,45
Hutt Valley,2015-12-31,12 months,Total,510,488
Hutt Valley,2015-12-31,18 months,Asian,74,69
Hutt Valley,2015-12-31,18 months,Maori,127,111
Hutt Valley,2015-12-31,18 months,NZE,196,187
Hutt Valley,2015-12-31,18 months,Other,39,29
Hutt Valley,2015-12-31,18 months,Pacific,44,41
Hutt Valley,2015-12-31,18 months,Total,480,437
Hutt Valley,2015-12-31,24 months,Asian,60,56
Hutt Valley,2015-12-31,24 months,Maori,143,131
Hutt Valley,2015-12-31,24 months,NZE,189,182
Hutt Valley,2015-12-31,24 months,Other,54,43
Hutt Valley,2015-12-31,24 months,Pacific,51,46
Hutt Valley,2015-12-31,24 months,Total,497,458
Hutt Valley,2015-12-31,5 years,Asian,62,58
Hutt Valley,2015-12-31,5 years,Maori,169,156
Hutt Valley,2015-12-31,5 years,NZE,191,182
Hutt Valley,2015-12-31,5 years,Other,71,61
Hutt Valley,2015-12-31,5 years,Pacific,49,40
Hutt Valley,2015-12-31,5 years,Total,542,497
Hutt Valley,2016-03-31,6 months,Asian,72,64
Hutt Valley,2016-03-31,6 months,Maori,132,96
Hutt Valley,2016-03-31,6 months,NZE,227,206
Hutt Valley,2016-03-31,6 months,Other,50,43
Hutt Valley,2016-03-31,6 months,Pacific,50,43
Hutt Valley,2016-03-31,6 months,Total,531,452
Hutt Valley,2016-03-31,8 months,Asian,73,70
Hutt Valley,2016-03-31,8 months,Maori,129,120
Hutt Valley,2016-03-31,8 months,NZE,221,216
Hutt Valley,2016-03-31,8 months,Other,51,42
Hutt Valley,2016-03-31,8 months,Pacific,49,45
Hutt Valley,2016-03-31,8 months,Total,523,493
Hutt Valley,2016-03-31,12 months,Asian,69,68
Hutt Valley,2016-03-31,12 months,Maori,148,142
Hutt Valley,2016-03-31,12 months,NZE,181,174
Hutt Valley,2016-03-31,12 months,Other,51,44
Hutt Valley,2016-03-31,12 months,Pacific,52,50
Hutt Valley,2016-03-31,12 months,Total,501,478
Hutt Valley,2016-03-31,18 months,Asian,58,55
Hutt Valley,2016-03-31,18 months,Maori,119,101
Hutt Valley,2016-03-31,18 months,NZE,164,149
Hutt Valley,2016-03-31,18 months,Other,54,48
Hutt Valley,2016-03-31,18 months,Pacific,43,35
Hutt Valley,2016-03-31,18 months,Total,438,388
Hutt Valley,2016-03-31,24 months,Asian,65,63
Hutt Valley,2016-03-31,24 months,Maori,133,118
Hutt Valley,2016-03-31,24 months,NZE,194,188
Hutt Valley,2016-03-31,24 months,Other,41,40
Hutt Valley,2016-03-31,24 months,Pacific,42,39
Hutt Valley,2016-03-31,24 months,Total,475,448
Hutt Valley,2016-03-31,5 years,Asian,71,67
Hutt Valley,2016-03-31,5 years,Maori,162,135
Hutt Valley,2016-03-31,5 years,NZE,193,185
Hutt Valley,2016-03-31,5 years,Other,76,62
Hutt Valley,2016-03-31,5 years,Pacific,47,42
Hutt Valley,2016-03-31,5 years,Total,549,491
Hutt Valley,2016-06-30,6 months,Asian,71,67
Hutt Valley,2016-06-30,6 months,Maori,130,102
Hutt Valley,2016-06-30,6 months,NZE,206,190
Hutt Valley,2016-06-30,6 months,Other,51,43
Hutt Valley,2016-06-30,6 months,Pacific,50,45
Hutt Valley,2016-06-30,6 months,Total,508,447
Hutt Valley,2016-06-30,8 months,Asian,66,64
Hutt Valley,2016-06-30,8 months,Maori,140,130
Hutt Valley,2016-06-30,8 months,NZE,215,205
Hutt Valley,2016-06-30,8 months,Other,44,40
Hutt Valley,2016-06-30,8 months,Pacific,40,40
Hutt Valley,2016-06-30,8 months,Total,505,479
Hutt Valley,2016-06-30,12 months,Asian,52,52
Hutt Valley,2016-06-30,12 months,Maori,140,135
Hutt Valley,2016-06-30,12 months,NZE,190,186
Hutt Valley,2016-06-30,12 months,Other,44,35
Hutt Valley,2016-06-30,12 months,Pacific,39,39
Hutt Valley,2016-06-30,12 months,Total,465,447
Hutt Valley,2016-06-30,18 months,Asian,88,86
Hutt Valley,2016-06-30,18 months,Maori,124,101
Hutt Valley,2016-06-30,18 months,NZE,209,200
Hutt Valley,2016-06-30,18 months,Other,51,43
Hutt Valley,2016-06-30,18 months,Pacific,45,43
Hutt Valley,2016-06-30,18 months,Total,517,473
Hutt Valley,2016-06-30,24 months,Asian,76,73
Hutt Valley,2016-06-30,24 months,Maori,130,124
Hutt Valley,2016-06-30,24 months,NZE,199,195
Hutt Valley,2016-06-30,24 months,Other,42,32
Hutt Valley,2016-06-30,24 months,Pacific,43,42
Hutt Valley,2016-06-30,24 months,Total,490,466
Hutt Valley,2016-06-30,5 years,Asian,56,50
Hutt Valley,2016-06-30,5 years,Maori,139,121
Hutt Valley,2016-06-30,5 years,NZE,215,194
Hutt Valley,2016-06-30,5 years,Other,79,60
Hutt Valley,2016-06-30,5 years,Pacific,55,51
Hutt Valley,2016-06-30,5 years,Total,544,476
Hutt Valley,2016-09-30,6 months,Asian,56,55
Hutt Valley,2016-09-30,6 months,Maori,147,124
Hutt Valley,2016-09-30,6 months,NZE,181,166
Hutt Valley,2016-09-30,6 months,Other,40,37
Hutt Valley,2016-09-30,6 months,Pacific,44,37
Hutt Valley,2016-09-30,6 months,Total,468,419
Hutt Valley,2016-09-30,8 months,Asian,60,59
Hutt Valley,2016-09-30,8 months,Maori,122,114
Hutt Valley,2016-09-30,8 months,NZE,209,203
Hutt Valley,2016-09-30,8 months,Other,48,42
Hutt Valley,2016-09-30,8 months,Pacific,59,58
Hutt Valley,2016-09-30,8 months,Total,498,476
Hutt Valley,2016-09-30,12 months,Asian,74,71
Hutt Valley,2016-09-30,12 months,Maori,137,132
Hutt Valley,2016-09-30,12 months,NZE,229,225
Hutt Valley,2016-09-30,12 months,Other,51,46
Hutt Valley,2016-09-30,12 months,Pacific,50,50
Hutt Valley,2016-09-30,12 months,Total,541,524
Hutt Valley,2016-09-30,18 months,Asian,74,71
Hutt Valley,2016-09-30,18 months,Maori,151,134
Hutt Valley,2016-09-30,18 months,NZE,173,162
Hutt Valley,2016-09-30,18 months,Other,53,43
Hutt Valley,2016-09-30,18 months,Pacific,53,46
Hutt Valley,2016-09-30,18 months,Total,504,456
Hutt Valley,2016-09-30,24 months,Asian,60,57
Hutt Valley,2016-09-30,24 months,Maori,123,115
Hutt Valley,2016-09-30,24 months,NZE,163,156
Hutt Valley,2016-09-30,24 months,Other,57,51
Hutt Valley,2016-09-30,24 months,Pacific,43,37
Hutt Valley,2016-09-30,24 months,Total,446,416
Hutt Valley,2016-09-30,5 years,Asian,67,61
Hutt Valley,2016-09-30,5 years,Maori,148,129
Hutt Valley,2016-09-30,5 years,NZE,201,186
Hutt Valley,2016-09-30,5 years,Other,59,55
Hutt Valley,2016-09-30,5 years,Pacific,51,46
Hutt Valley,2016-09-30,5 years,Total,526,477
Hutt Valley,2016-12-31,6 months,Asian,85,76
Hutt Valley,2016-12-31,6 months,Maori,141,110
Hutt Valley,2016-12-31,6 months,NZE,176,153
Hutt Valley,2016-12-31,6 months,Other,46,42
Hutt Valley,2016-12-31,6 months,Pacific,50,44
Hutt Valley,2016-12-31,6 months,Total,498,425
Hutt Valley,2016-12-31,8 months,Asian,75,73
Hutt Valley,2016-12-31,8 months,Maori,151,148
Hutt Valley,2016-12-31,8 months,NZE,166,160
Hutt Valley,2016-12-31,8 months,Other,37,34
Hutt Valley,2016-12-31,8 months,Pacific,39,39
Hutt Valley,2016-12-31,8 months,Total,468,454
Hutt Valley,2016-12-31,12 months,Asian,73,70
Hutt Valley,2016-12-31,12 months,Maori,131,128
Hutt Valley,2016-12-31,12 months,NZE,206,200
Hutt Valley,2016-12-31,12 months,Other,53,47
Hutt Valley,2016-12-31,12 months,Pacific,51,51
Hutt Valley,2016-12-31,12 months,Total,514,496
Hutt Valley,2016-12-31,18 months,Asian,59,51
Hutt Valley,2016-12-31,18 months,Maori,136,119
Hutt Valley,2016-12-31,18 months,NZE,186,178
Hutt Valley,2016-12-31,18 months,Other,47,39
Hutt Valley,2016-12-31,18 months,Pacific,39,34
Hutt Valley,2016-12-31,18 months,Total,467,421
Hutt Valley,2016-12-31,24 months,Asian,90,90
Hutt Valley,2016-12-31,24 months,Maori,124,111
Hutt Valley,2016-12-31,24 months,NZE,210,204
Hutt Valley,2016-12-31,24 months,Other,53,49
Hutt Valley,2016-12-31,24 months,Pacific,46,46
Hutt Valley,2016-12-31,24 months,Total,523,500
Hutt Valley,2016-12-31,5 years,Asian,49,49
Hutt Valley,2016-12-31,5 years,Maori,140,123
Hutt Valley,2016-12-31,5 years,NZE,187,174
Hutt Valley,2016-12-31,5 years,Other,77,67
Hutt Valley,2016-12-31,5 years,Pacific,62,51
Hutt Valley,2016-12-31,5 years,Total,515,464
Hutt Valley,2017-03-31,6 months,Asian,84,75
Hutt Valley,2017-03-31,6 months,Maori,132,95
Hutt Valley,2017-03-31,6 months,NZE,206,183
Hutt Valley,2017-03-31,6 months,Other,44,40
Hutt Valley,2017-03-31,6 months,Pacific,55,42
Hutt Valley,2017-03-31,6 months,Total,521,435
Hutt Valley,2017-03-31,8 months,Asian,82,81
Hutt Valley,2017-03-31,8 months,Maori,130,116
Hutt Valley,2017-03-31,8 months,NZE,192,178
Hutt Valley,2017-03-31,8 months,Other,45,42
Hutt Valley,2017-03-31,8 months,Pacific,49,46
Hutt Valley,2017-03-31,8 months,Total,498,463
Hutt Valley,2017-03-31,12 months,Asian,56,56
Hutt Valley,2017-03-31,12 months,Maori,145,141
Hutt Valley,2017-03-31,12 months,NZE,179,176
Hutt Valley,2017-03-31,12 months,Other,39,36
Hutt Valley,2017-03-31,12 months,Pacific,44,44
Hutt Valley,2017-03-31,12 months,Total,463,453
Hutt Valley,2017-03-31,18 months,Asian,77,74
Hutt Valley,2017-03-31,18 months,Maori,128,97
Hutt Valley,2017-03-31,18 months,NZE,224,208
Hutt Valley,2017-03-31,18 months,Other,50,40
Hutt Valley,2017-03-31,18 months,Pacific,52,47
Hutt Valley,2017-03-31,18 months,Total,531,466
Hutt Valley,2017-03-31,24 months,Asian,75,72
Hutt Valley,2017-03-31,24 months,Maori,153,145
Hutt Valley,2017-03-31,24 months,NZE,176,166
Hutt Valley,2017-03-31,24 months,Other,54,46
Hutt Valley,2017-03-31,24 months,Pacific,53,48
Hutt Valley,2017-03-31,24 months,Total,511,477
Hutt Valley,2017-03-31,5 years,Asian,63,57
Hutt Valley,2017-03-31,5 years,Maori,157,139
Hutt Valley,2017-03-31,5 years,NZE,183,173
Hutt Valley,2017-03-31,5 years,Other,84,80
Hutt Valley,2017-03-31,5 years,Pacific,44,38
Hutt Valley,2017-03-31,5 years,Total,531,487
Hutt Valley,2017-06-30,6 months,Asian,70,64
Hutt Valley,2017-06-30,6 months,Maori,139,98
Hutt Valley,2017-06-30,6 months,NZE,194,174
Hutt Valley,2017-06-30,6 months,Other,52,44
Hutt Valley,2017-06-30,6 months,Pacific,48,36
Hutt Valley,2017-06-30,6 months,Total,503,416
Hutt Valley,2017-06-30,8 months,Asian,73,70
Hutt Valley,2017-06-30,8 months,Maori,142,125
Hutt Valley,2017-06-30,8 months,NZE,194,187
Hutt Valley,2017-06-30,8 months,Other,53,48
Hutt Valley,2017-06-30,8 months,Pacific,60,51
Hutt Valley,2017-06-30,8 months,Total,522,481
Hutt Valley,2017-06-30,12 months,Asian,83,82
Hutt Valley,2017-06-30,12 months,Maori,142,132
Hutt Valley,2017-06-30,12 months,NZE,178,166
Hutt Valley,2017-06-30,12 months,Other,47,44
Hutt Valley,2017-06-30,12 months,Pacific,52,51
Hutt Valley,2017-06-30,12 months,Total,502,475
Hutt Valley,2017-06-30,18 months,Asian,73,69
Hutt Valley,2017-06-30,18 months,Maori,123,106
Hutt Valley,2017-06-30,18 months,NZE,208,193
Hutt Valley,2017-06-30,18 months,Other,53,44
Hutt Valley,2017-06-30,18 months,Pacific,53,52
Hutt Valley,2017-06-30,18 months,Total,510,464
Hutt Valley,2017-06-30,24 months,Asian,61,57
Hutt Valley,2017-06-30,24 months,Maori,136,128
Hutt Valley,2017-06-30,24 months,NZE,186,177
Hutt Valley,2017-06-30,24 months,Other,52,44
Hutt Valley,2017-06-30,24 months,Pacific,39,35
Hutt Valley,2017-06-30,24 months,Total,474,441
Hutt Valley,2017-06-30,5 years,Asian,81,77
Hutt Valley,2017-06-30,5 years,Maori,145,134
Hutt Valley,2017-06-30,5 years,NZE,194,180
Hutt Valley,2017-06-30,5 years,Other,62,51
Hutt Valley,2017-06-30,5 years,Pacific,50,45
Hutt Valley,2017-06-30,5 years,Total,532,487
Hutt Valley,2017-09-30,6 months,Asian,92,82
Hutt Valley,2017-09-30,6 months,Maori,111,84
Hutt Valley,2017-09-30,6 months,NZE,175,162
Hutt Valley,2017-09-30,6 months,Other,52,44
Hutt Valley,2017-09-30,6 months,Pacific,45,31
Hutt Valley,2017-09-30,6 months,Total,475,403
Hutt Valley,2017-09-30,8 months,Asian,91,88
Hutt Valley,2017-09-30,8 months,Maori,130,111
Hutt Valley,2017-09-30,8 months,NZE,200,193
Hutt Valley,2017-09-30,8 months,Other,48,45
Hutt Valley,2017-09-30,8 months,Pacific,42,38
Hutt Valley,2017-09-30,8 months,Total,511,475
Hutt Valley,2017-09-30,12 months,Asian,90,88
Hutt Valley,2017-09-30,12 months,Maori,131,122
Hutt Valley,2017-09-30,12 months,NZE,206,200
Hutt Valley,2017-09-30,12 months,Other,46,40
Hutt Valley,2017-09-30,12 months,Pacific,57,52
Hutt Valley,2017-09-30,12 months,Total,530,502
Hutt Valley,2017-09-30,18 months,Asian,59,56
Hutt Valley,2017-09-30,18 months,Maori,148,129
Hutt Valley,2017-09-30,18 months,NZE,185,167
Hutt Valley,2017-09-30,18 months,Other,39,33
Hutt Valley,2017-09-30,18 months,Pacific,44,41
Hutt Valley,2017-09-30,18 months,Total,475,426
Hutt Valley,2017-09-30,24 months,Asian,80,78
Hutt Valley,2017-09-30,24 months,Maori,130,117
Hutt Valley,2017-09-30,24 months,NZE,225,212
Hutt Valley,2017-09-30,24 months,Other,52,43
Hutt Valley,2017-09-30,24 months,Pacific,54,51
Hutt Valley,2017-09-30,24 months,Total,541,501
Hutt Valley,2017-09-30,5 years,Asian,87,80
Hutt Valley,2017-09-30,5 years,Maori,154,135
Hutt Valley,2017-09-30,5 years,NZE,186,172
Hutt Valley,2017-09-30,5 years,Other,64,56
Hutt Valley,2017-09-30,5 years,Pacific,61,55
Hutt Valley,2017-09-30,5 years,Total,552,498
Hutt Valley,2017-12-31,6 months,Asian,83,73
Hutt Valley,2017-12-31,6 months,Maori,126,97
Hutt Valley,2017-12-31,6 months,NZE,200,172
Hutt Valley,2017-12-31,6 months,Other,43,35
Hutt Valley,2017-12-31,6 months,Pacific,33,27
Hutt Valley,2017-12-31,6 months,Total,485,404
Hutt Valley,2017-12-31,8 months,Asian,76,75
Hutt Valley,2017-12-31,8 months,Maori,107,97
Hutt Valley,2017-12-31,8 months,NZE,178,174
Hutt Valley,2017-12-31,8 months,Other,50,45
Hutt Valley,2017-12-31,8 months,Pacific,45,39
Hutt Valley,2017-12-31,8 months,Total,456,430
Hutt Valley,2017-12-31,12 months,Asian,73,69
